cycle,timestamp,phase,service,p95_ms,throughput_rps,cpu_cores,replicas
14,2026-05-29T04:17:57.970362,BASELINE,frontend,46.78,5.6226,0.0,1
14,2026-05-29T04:17:57.970362,BASELINE,productcatalogservice,2.62,31.4689,0.0,1
14,2026-05-29T04:17:57.970362,BASELINE,checkoutservice,24.25,0.2445,0.0,1
14,2026-05-29T04:17:57.970362,BASELINE,cartservice,4.8,5.6446,0.0,1
14,2026-05-29T04:17:57.970362,BASELINE,recommendationservice,4.82,4.1336,0.0,1
15,2026-05-29T04:18:28.987688,BASELINE,frontend,43.33,5.845,0.0,1
15,2026-05-29T04:18:28.987688,BASELINE,productcatalogservice,2.79,31.8026,0.0,1
15,2026-05-29T04:18:28.987688,BASELINE,checkoutservice,37.5,0.2222,0.0,1
15,2026-05-29T04:18:28.987688,BASELINE,cartservice,4.81,5.7115,0.0,1
15,2026-05-29T04:18:28.987688,BASELINE,recommendationservice,4.9,4.2448,0.0,1
16,2026-05-29T04:18:59.990775,BASELINE,frontend,47.18,5.6449,0.0,1
16,2026-05-29T04:18:59.990775,BASELINE,productcatalogservice,2.95,29.7805,0.0,1
16,2026-05-29T04:18:59.990775,BASELINE,checkoutservice,24.25,0.2222,0.0,1
16,2026-05-29T04:18:59.990775,BASELINE,cartservice,4.82,5.4003,0.0,1
16,2026-05-29T04:18:59.990775,BASELINE,recommendationservice,4.92,3.8447,0.0,1
17,2026-05-29T04:19:31.038196,BASELINE,frontend,47.2,5.8226,0.0,1
17,2026-05-29T04:19:31.038196,BASELINE,productcatalogservice,2.88,31.0467,0.0,1
17,2026-05-29T04:19:31.038196,BASELINE,checkoutservice,24.25,0.1778,0.0,1
17,2026-05-29T04:19:31.038196,BASELINE,cartservice,4.78,5.4447,0.0,1
17,2026-05-29T04:19:31.038196,BASELINE,recommendationservice,4.82,4.267,0.0,1
18,2026-05-29T04:20:02.065318,BASELINE,frontend,49.67,6.045,0.0,1
18,2026-05-29T04:20:02.065318,BASELINE,productcatalogservice,3.04,30.9802,0.0,1
18,2026-05-29T04:20:02.065318,BASELINE,checkoutservice,24.25,0.1778,0.0,1
18,2026-05-29T04:20:02.065318,BASELINE,cartservice,4.8,5.5559,0.0,1
18,2026-05-29T04:20:02.065318,BASELINE,recommendationservice,4.93,3.9558,0.0,1
19,2026-05-29T04:20:33.119190,BASELINE,frontend,48.72,5.7562,0.0,1
19,2026-05-29T04:20:33.119190,BASELINE,productcatalogservice,2.98,30.6697,0.0,1
19,2026-05-29T04:20:33.119190,BASELINE,checkoutservice,24.25,0.3111,0.0,1
19,2026-05-29T04:20:33.119190,BASELINE,cartservice,4.82,5.2006,0.0,1
19,2026-05-29T04:20:33.119190,BASELINE,recommendationservice,4.93,4.0893,0.0,1
20,2026-05-29T04:21:04.155909,BASELINE,frontend,49.39,5.2894,0.0,1
20,2026-05-29T04:21:04.155909,BASELINE,productcatalogservice,2.98,24.3138,0.0,1
20,2026-05-29T04:21:04.155909,BASELINE,checkoutservice,24.25,0.1778,0.0,1
20,2026-05-29T04:21:04.155909,BASELINE,cartservice,4.83,4.8005,0.0,1
20,2026-05-29T04:21:04.155909,BASELINE,recommendationservice,4.91,3.267,0.0,1
21,2026-05-29T04:21:35.155724,BASELINE,frontend,49.24,5.3783,0.0,1
21,2026-05-29T04:21:35.155724,BASELINE,productcatalogservice,2.89,27.9584,0.0,1
21,2026-05-29T04:21:35.155724,BASELINE,checkoutservice,45.0,0.1778,0.0,1
21,2026-05-29T04:21:35.155724,BASELINE,cartservice,4.84,4.9338,0.0,1
21,2026-05-29T04:21:35.155724,BASELINE,recommendationservice,4.87,3.6226,0.0,1
22,2026-05-29T04:22:06.143335,BASELINE,frontend,47.72,5.1338,0.0,1
22,2026-05-29T04:22:06.143335,BASELINE,productcatalogservice,2.91,28.3803,0.0,1
22,2026-05-29T04:22:06.143335,BASELINE,checkoutservice,24.25,0.1778,0.0,1
22,2026-05-29T04:22:06.143335,BASELINE,cartservice,4.8,4.8227,0.0,1
22,2026-05-29T04:22:06.143335,BASELINE,recommendationservice,4.87,3.578,0.0,1
23,2026-05-29T04:22:37.216904,BASELINE,frontend,45.89,5.3116,0.0,1
23,2026-05-29T04:22:37.216904,BASELINE,productcatalogservice,3.25,27.3802,0.0,1
23,2026-05-29T04:22:37.216904,BASELINE,checkoutservice,38.75,0.2222,0.0,1
23,2026-05-29T04:22:37.216904,BASELINE,cartservice,4.78,5.0226,0.0,1
23,2026-05-29T04:22:37.216904,BASELINE,recommendationservice,4.89,3.7781,0.0,1
24,2026-05-29T04:23:08.214511,BASELINE,frontend,44.02,5.4449,0.0,1
24,2026-05-29T04:23:08.214511,BASELINE,productcatalogservice,2.97,31.2916,0.0,1
24,2026-05-29T04:23:08.214511,BASELINE,checkoutservice,40.0,0.3111,0.0,1
24,2026-05-29T04:23:08.214511,BASELINE,cartservice,4.78,5.3116,0.0,1
24,2026-05-29T04:23:08.214511,BASELINE,recommendationservice,4.84,4.0669,0.0,1
25,2026-05-29T04:23:39.269792,BASELINE,frontend,42.81,6.2671,0.0,1
25,2026-05-29T04:23:39.269792,BASELINE,productcatalogservice,2.62,33.2477,0.0,1
25,2026-05-29T04:23:39.269792,BASELINE,checkoutservice,24.25,0.4,0.0,1
25,2026-05-29T04:23:39.269792,BASELINE,cartservice,4.78,6.3339,0.0,1
25,2026-05-29T04:23:39.269792,BASELINE,recommendationservice,4.82,4.2225,0.0,1
26,2026-05-29T04:24:10.278319,BASELINE,frontend,48.59,5.3784,0.0,1
26,2026-05-29T04:24:10.278319,BASELINE,productcatalogservice,2.79,28.7815,0.0,1
26,2026-05-29T04:24:10.278319,BASELINE,checkoutservice,24.25,0.1778,0.0,1
26,2026-05-29T04:24:10.278319,BASELINE,cartservice,4.82,5.2006,0.0,1
26,2026-05-29T04:24:10.278319,BASELINE,recommendationservice,4.93,3.7782,0.0,1
27,2026-05-29T04:24:41.330910,BASELINE,frontend,42.85,5.356,0.0,1
27,2026-05-29T04:24:41.330910,BASELINE,productcatalogservice,2.5,28.9361,0.0,1
27,2026-05-29T04:24:41.330910,BASELINE,checkoutservice,24.25,0.2222,0.0,1
27,2026-05-29T04:24:41.330910,BASELINE,cartservice,4.78,5.0672,0.0,1
27,2026-05-29T04:24:41.330910,BASELINE,recommendationservice,4.89,3.667,0.0,1
28,2026-05-29T04:25:12.436658,BASELINE,frontend,48.7,4.5559,0.0,1
28,2026-05-29T04:25:12.436658,BASELINE,productcatalogservice,3.16,24.9794,0.0,1
28,2026-05-29T04:25:12.436658,BASELINE,checkoutservice,24.25,0.1333,0.0,1
28,2026-05-29T04:25:12.436658,BASELINE,cartservice,4.79,4.356,0.0,1
28,2026-05-29T04:25:12.436658,BASELINE,recommendationservice,5.5,3.2447,0.0,1
29,2026-05-29T04:25:43.883310,BASELINE,frontend,48.9,5.2893,0.0,1
29,2026-05-29T04:25:43.883310,BASELINE,productcatalogservice,3.38,30.1803,0.0,1
29,2026-05-29T04:25:43.883310,BASELINE,checkoutservice,43.75,0.1778,0.0,1
29,2026-05-29T04:25:43.883310,BASELINE,cartservice,4.85,4.9339,0.0,1
29,2026-05-29T04:25:43.883310,BASELINE,recommendationservice,6.2,3.7114,0.0,1
30,2026-05-29T04:26:14.961614,BASELINE,frontend,47.47,5.7559,0.0,1
30,2026-05-29T04:26:14.961614,BASELINE,productcatalogservice,2.95,31.3576,0.0,1
30,2026-05-29T04:26:14.961614,BASELINE,checkoutservice,40.0,0.3556,0.0,1
30,2026-05-29T04:26:14.961614,BASELINE,cartservice,4.81,5.6895,0.0,1
30,2026-05-29T04:26:14.961614,BASELINE,recommendationservice,4.9,4.1114,0.0,1
31,2026-05-29T04:26:45.983738,BASELINE,frontend,46.54,5.0893,0.0,1
31,2026-05-29T04:26:45.983738,BASELINE,productcatalogservice,2.74,27.5362,0.0,1
31,2026-05-29T04:26:45.983738,BASELINE,checkoutservice,24.25,0.3111,0.0,1
31,2026-05-29T04:26:45.983738,BASELINE,cartservice,4.78,5.2451,0.0,1
31,2026-05-29T04:26:45.983738,BASELINE,recommendationservice,4.82,3.7114,0.0,1
32,2026-05-29T04:27:17.033633,BASELINE,frontend,49.93,4.4003,0.0,1
32,2026-05-29T04:27:17.033633,BASELINE,productcatalogservice,3.39,24.379,0.0,1
32,2026-05-29T04:27:17.033633,BASELINE,checkoutservice,24.25,0.0444,0.0,1
32,2026-05-29T04:27:17.033633,BASELINE,cartservice,4.79,3.9115,0.0,1
32,2026-05-29T04:27:17.033633,BASELINE,recommendationservice,4.99,3.178,0.0,1
33,2026-05-29T04:27:48.075209,BASELINE,frontend,43.4,5.6224,0.0,1
33,2026-05-29T04:27:48.075209,BASELINE,productcatalogservice,3.0,29.5343,0.0,1
33,2026-05-29T04:27:48.075209,BASELINE,checkoutservice,24.25,0.1778,0.0,1
33,2026-05-29T04:27:48.075209,BASELINE,cartservice,4.83,5.578,0.0,1
33,2026-05-29T04:27:48.075209,BASELINE,recommendationservice,4.89,4.0001,0.0,1
34,2026-05-29T04:28:19.110375,BASELINE,frontend,44.37,5.7781,0.0,1
34,2026-05-29T04:28:19.110375,BASELINE,productcatalogservice,2.62,31.3129,0.0,1
34,2026-05-29T04:28:19.110375,BASELINE,checkoutservice,24.25,0.3111,0.0,1
34,2026-05-29T04:28:19.110375,BASELINE,cartservice,4.78,5.8003,0.0,1
34,2026-05-29T04:28:19.110375,BASELINE,recommendationservice,4.86,4.1558,0.0,1
35,2026-05-29T04:28:50.192737,BASELINE,frontend,63.09,5.4447,0.0,1
35,2026-05-29T04:28:50.192737,BASELINE,productcatalogservice,3.6,28.7345,0.0,1
35,2026-05-29T04:28:50.192737,BASELINE,checkoutservice,42.5,0.2667,0.0,1
35,2026-05-29T04:28:50.192737,BASELINE,cartservice,4.85,5.1336,0.0,1
35,2026-05-29T04:28:50.192737,BASELINE,recommendationservice,6.84,3.7113,0.0,1
36,2026-05-29T04:29:21.264130,BASELINE,frontend,54.04,5.3781,0.0,1
36,2026-05-29T04:29:21.264130,BASELINE,productcatalogservice,3.42,26.4235,0.0,1
36,2026-05-29T04:29:21.264130,BASELINE,checkoutservice,24.25,0.1778,0.0,1
36,2026-05-29T04:29:21.264130,BASELINE,cartservice,4.85,5.3114,0.0,1
36,2026-05-29T04:29:21.264130,BASELINE,recommendationservice,5.78,3.5559,0.0,1
37,2026-05-29T04:29:52.301787,BASELINE,frontend,48.7,5.6003,0.0,1
37,2026-05-29T04:29:52.301787,BASELINE,productcatalogservice,3.3,31.2463,0.0,1
37,2026-05-29T04:29:52.301787,BASELINE,checkoutservice,24.25,0.3111,0.0,1
37,2026-05-29T04:29:52.301787,BASELINE,cartservice,4.91,5.8003,0.0,1
37,2026-05-29T04:29:52.301787,BASELINE,recommendationservice,7.36,4.0893,0.0,1
38,2026-05-29T04:30:23.333183,BASELINE,frontend,46.82,5.156,0.0,1
38,2026-05-29T04:30:23.333183,BASELINE,productcatalogservice,3.22,30.4903,0.0,1
38,2026-05-29T04:30:23.333183,BASELINE,checkoutservice,24.25,0.2667,0.0,1
38,2026-05-29T04:30:23.333183,BASELINE,cartservice,4.86,5.3336,0.0,1
38,2026-05-29T04:30:23.333183,BASELINE,recommendationservice,6.22,3.9558,0.0,1
39,2026-05-29T04:30:54.404091,BASELINE,frontend,43.42,5.8672,0.0,1
39,2026-05-29T04:30:54.404091,BASELINE,productcatalogservice,3.19,30.891,0.0,1
39,2026-05-29T04:30:54.404091,BASELINE,checkoutservice,24.25,0.1778,0.0,1
39,2026-05-29T04:30:54.404091,BASELINE,cartservice,4.78,5.5337,0.0,1
39,2026-05-29T04:30:54.404091,BASELINE,recommendationservice,4.95,4.3337,0.0,1
40,2026-05-29T04:31:25.408584,BASELINE,frontend,45.56,5.7338,0.0,1
40,2026-05-29T04:31:25.408584,BASELINE,productcatalogservice,3.13,32.2019,0.0,1
40,2026-05-29T04:31:25.408584,BASELINE,checkoutservice,24.25,0.3111,0.0,1
40,2026-05-29T04:31:25.408584,BASELINE,cartservice,4.78,5.6448,0.0,1
40,2026-05-29T04:31:25.408584,BASELINE,recommendationservice,4.99,4.3782,0.0,1
41,2026-05-29T04:31:26.565321,FAULT_INJECTION,frontend,45.56,5.7338,0.0,1
41,2026-05-29T04:31:26.565321,FAULT_INJECTION,productcatalogservice,3.13,32.2019,0.0,1
41,2026-05-29T04:31:26.565321,FAULT_INJECTION,checkoutservice,24.25,0.3111,0.0,1
41,2026-05-29T04:31:26.565321,FAULT_INJECTION,cartservice,4.78,5.6448,0.0,1
41,2026-05-29T04:31:26.565321,FAULT_INJECTION,recommendationservice,4.99,4.3782,0.0,1
42,2026-05-29T04:31:57.873626,FAULT_INJECTION,frontend,20666.75,2.978,0.0,1
42,2026-05-29T04:31:57.873626,FAULT_INJECTION,productcatalogservice,3240.34,15.5123,0.0,1
42,2026-05-29T04:31:57.873626,FAULT_INJECTION,checkoutservice,24.25,0.1778,0.0,1
42,2026-05-29T04:31:57.873626,FAULT_INJECTION,cartservice,4.83,3.4002,0.0,1
42,2026-05-29T04:31:57.873626,FAULT_INJECTION,recommendationservice,4268.75,2.3779,0.0,1
43,2026-05-29T04:32:28.910381,FAULT_INJECTION,frontend,28692.31,1.1112,0.0,1
43,2026-05-29T04:32:28.910381,FAULT_INJECTION,productcatalogservice,4727.83,6.9117,0.0,1
43,2026-05-29T04:32:28.910381,FAULT_INJECTION,checkoutservice,4875.0,0.0889,0.0,1
43,2026-05-29T04:32:28.910381,FAULT_INJECTION,cartservice,4.95,1.2445,0.0,1
43,2026-05-29T04:32:28.910381,FAULT_INJECTION,recommendationservice,4875.0,0.8445,0.0,1
44,2026-05-29T04:33:00.080369,FAULT_INJECTION,frontend,28846.15,0.9779,0.0,1
44,2026-05-29T04:33:00.080369,FAULT_INJECTION,productcatalogservice,4729.32,6.0672,0.0,1
44,2026-05-29T04:33:00.080369,FAULT_INJECTION,checkoutservice,9625.0,0.1333,0.0,1
44,2026-05-29T04:33:00.080369,FAULT_INJECTION,cartservice,4.79,1.0223,0.0,1
44,2026-05-29T04:33:00.080369,FAULT_INJECTION,recommendationservice,4875.0,0.8001,0.0,1
45,2026-05-29T04:33:31.128231,FAULT_INJECTION,frontend,28736.84,1.0223,0.0,1
45,2026-05-29T04:33:31.128231,FAULT_INJECTION,productcatalogservice,4703.53,5.9338,0.0,1
45,2026-05-29T04:33:31.128231,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
45,2026-05-29T04:33:31.128231,FAULT_INJECTION,cartservice,4.89,1.0223,0.0,1
45,2026-05-29T04:33:31.128231,FAULT_INJECTION,recommendationservice,4871.79,0.8445,0.0,1
46,2026-05-29T04:34:02.167149,FAULT_INJECTION,frontend,28789.47,0.9778,0.0,1
46,2026-05-29T04:34:02.167149,FAULT_INJECTION,productcatalogservice,4707.28,6.2005,0.0,1
46,2026-05-29T04:34:02.167149,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
46,2026-05-29T04:34:02.167149,FAULT_INJECTION,cartservice,4.8,1.0667,0.0,1
46,2026-05-29T04:34:02.167149,FAULT_INJECTION,recommendationservice,4875.0,0.889,0.0,1
47,2026-05-29T04:34:33.306709,FAULT_INJECTION,frontend,28692.31,1.1557,0.0,1
47,2026-05-29T04:34:33.306709,FAULT_INJECTION,productcatalogservice,4726.51,6.5117,0.0,1
47,2026-05-29T04:34:33.306709,FAULT_INJECTION,checkoutservice,9750.0,0.0444,0.0,1
47,2026-05-29T04:34:33.306709,FAULT_INJECTION,cartservice,4.88,1.0223,0.0,1
47,2026-05-29T04:34:33.306709,FAULT_INJECTION,recommendationservice,4875.0,0.8445,0.0,1
48,2026-05-29T04:35:04.369055,FAULT_INJECTION,frontend,28552.63,1.2224,0.0,1
48,2026-05-29T04:35:04.369055,FAULT_INJECTION,productcatalogservice,4719.01,6.3562,0.0,1
48,2026-05-29T04:35:04.369055,FAULT_INJECTION,checkoutservice,29000.0,0.0444,0.0,1
48,2026-05-29T04:35:04.369055,FAULT_INJECTION,cartservice,4.97,1.0223,0.0,1
48,2026-05-29T04:35:04.369055,FAULT_INJECTION,recommendationservice,4875.0,0.7779,0.0,1
49,2026-05-29T04:35:35.473529,FAULT_INJECTION,frontend,28333.33,1.3779,0.0,1
49,2026-05-29T04:35:35.473529,FAULT_INJECTION,productcatalogservice,4717.0,6.3561,0.0,1
49,2026-05-29T04:35:35.473529,FAULT_INJECTION,checkoutservice,4875.0,0.0444,0.0,1
49,2026-05-29T04:35:35.473529,FAULT_INJECTION,cartservice,5.75,1.1112,0.0,1
49,2026-05-29T04:35:35.473529,FAULT_INJECTION,recommendationservice,4875.0,0.8445,0.0,1
50,2026-05-29T04:36:06.517692,FAULT_INJECTION,frontend,28432.43,1.3112,0.0,1
50,2026-05-29T04:36:06.517692,FAULT_INJECTION,productcatalogservice,4715.44,6.2228,0.0,1
50,2026-05-29T04:36:06.517692,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
50,2026-05-29T04:36:06.517692,FAULT_INJECTION,cartservice,4.8,1.0668,0.0,1
50,2026-05-29T04:36:06.517692,FAULT_INJECTION,recommendationservice,4875.0,0.8001,0.0,1
51,2026-05-29T04:36:37.563664,FAULT_INJECTION,frontend,28285.71,1.4224,0.0,1
51,2026-05-29T04:36:37.563664,FAULT_INJECTION,productcatalogservice,4694.31,6.0452,0.0,1
51,2026-05-29T04:36:37.563664,FAULT_INJECTION,checkoutservice,4875.0,0.0444,0.0,1
51,2026-05-29T04:36:37.563664,FAULT_INJECTION,cartservice,4.79,1.3335,0.0,1
51,2026-05-29T04:36:37.563664,FAULT_INJECTION,recommendationservice,4875.0,0.7334,0.0,1
52,2026-05-29T04:37:08.614735,FAULT_INJECTION,frontend,28312.5,1.2002,0.0,1
52,2026-05-29T04:37:08.614735,FAULT_INJECTION,productcatalogservice,4732.58,5.6677,0.0,1
52,2026-05-29T04:37:08.614735,FAULT_INJECTION,checkoutservice,28000.0,0.0445,0.0,1
52,2026-05-29T04:37:08.614735,FAULT_INJECTION,cartservice,4.87,1.1335,0.0,1
52,2026-05-29T04:37:08.614735,FAULT_INJECTION,recommendationservice,4875.0,0.7335,0.0,1
53,2026-05-29T04:37:39.632991,FAULT_INJECTION,frontend,28948.72,0.8889,0.0,1
53,2026-05-29T04:37:39.632991,FAULT_INJECTION,productcatalogservice,4709.05,6.0672,0.0,1
53,2026-05-29T04:37:39.632991,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
53,2026-05-29T04:37:39.632991,FAULT_INJECTION,cartservice,4.8,0.889,0.0,1
53,2026-05-29T04:37:39.632991,FAULT_INJECTION,recommendationservice,4875.0,0.8,0.0,1
54,2026-05-29T04:38:10.716953,FAULT_INJECTION,frontend,28707.32,1.1334,0.0,1
54,2026-05-29T04:38:10.716953,FAULT_INJECTION,productcatalogservice,4717.74,6.2446,0.0,1
54,2026-05-29T04:38:10.716953,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
54,2026-05-29T04:38:10.716953,FAULT_INJECTION,cartservice,4.88,1.0667,0.0,1
54,2026-05-29T04:38:10.716953,FAULT_INJECTION,recommendationservice,4875.0,0.8667,0.0,1
55,2026-05-29T04:38:41.747704,FAULT_INJECTION,frontend,28473.69,1.2445,0.0,1
55,2026-05-29T04:38:41.747704,FAULT_INJECTION,productcatalogservice,4698.11,5.6449,0.0,1
55,2026-05-29T04:38:41.747704,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
55,2026-05-29T04:38:41.747704,FAULT_INJECTION,cartservice,4.8,0.9779,0.0,1
55,2026-05-29T04:38:41.747704,FAULT_INJECTION,recommendationservice,4875.0,0.7112,0.0,1
56,2026-05-29T04:39:12.764706,FAULT_INJECTION,frontend,28444.44,1.2445,0.0,5
56,2026-05-29T04:39:12.764706,FAULT_INJECTION,productcatalogservice,4765.37,5.0671,0.0,5
56,2026-05-29T04:39:12.764706,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
56,2026-05-29T04:39:12.764706,FAULT_INJECTION,cartservice,4.98,1.0445,0.0,1
56,2026-05-29T04:39:12.764706,FAULT_INJECTION,recommendationservice,4875.0,0.7334,0.0,5
57,2026-05-29T04:39:43.852502,FAULT_INJECTION,frontend,28685.71,1.0144,0.0,5
57,2026-05-29T04:39:43.852502,FAULT_INJECTION,productcatalogservice,4761.23,5.6677,0.0,5
57,2026-05-29T04:39:43.852502,FAULT_INJECTION,checkoutservice,9541.97,0.0444,0.0,1
57,2026-05-29T04:39:43.852502,FAULT_INJECTION,cartservice,4.97,0.9795,0.0,1
57,2026-05-29T04:39:43.852502,FAULT_INJECTION,recommendationservice,7584.64,0.658,0.0,5
58,2026-05-29T04:40:14.940707,FAULT_INJECTION,frontend,28573.99,1.1203,0.0,5
58,2026-05-29T04:40:14.940707,FAULT_INJECTION,productcatalogservice,4720.57,6.6291,0.0,5
58,2026-05-29T04:40:14.940707,FAULT_INJECTION,checkoutservice,9750.0,0.0222,0.0,1
58,2026-05-29T04:40:14.940707,FAULT_INJECTION,cartservice,4.79,1.1994,0.0,1
58,2026-05-29T04:40:14.940707,FAULT_INJECTION,recommendationservice,4999.89,0.8667,0.0,5
59,2026-05-29T04:40:46.047424,FAULT_INJECTION,frontend,28712.32,1.0223,0.0,5
59,2026-05-29T04:40:46.047424,FAULT_INJECTION,productcatalogservice,4728.87,6.321,0.0,5
59,2026-05-29T04:40:46.047424,FAULT_INJECTION,checkoutservice,9750.0,0.0222,0.0,1
59,2026-05-29T04:40:46.047424,FAULT_INJECTION,cartservice,4.79,1.0001,0.0,1
59,2026-05-29T04:40:46.047424,FAULT_INJECTION,recommendationservice,4927.17,0.8325,0.0,5
60,2026-05-29T04:41:17.062872,FAULT_INJECTION,frontend,28828.57,0.9112,0.0,5
