cycle,timestamp,phase,service,p95_ms,throughput_rps,cpu_cores,replicas
60,2026-05-29T04:41:17.062872,FAULT_INJECTION,productcatalogservice,4723.72,6.556,0.0,5
60,2026-05-29T04:41:17.062872,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
60,2026-05-29T04:41:17.062872,FAULT_INJECTION,cartservice,4.8,0.9779,0.0,1
60,2026-05-29T04:41:17.062872,FAULT_INJECTION,recommendationservice,4875.0,0.889,0.0,5
61,2026-05-29T04:41:18.268381,RECOVERY,frontend,28794.12,0.9112,0.0,5
61,2026-05-29T04:41:18.268381,RECOVERY,productcatalogservice,4724.82,6.5338,0.0,5
61,2026-05-29T04:41:18.268381,RECOVERY,checkoutservice,nan,0.0,0.0,1
61,2026-05-29T04:41:18.268381,RECOVERY,cartservice,4.8,1.0001,0.0,1
61,2026-05-29T04:41:18.268381,RECOVERY,recommendationservice,4875.0,0.889,0.0,5
62,2026-05-29T04:41:49.357484,RECOVERY,frontend,25331.65,3.8668,0.0,5
62,2026-05-29T04:41:49.357484,RECOVERY,productcatalogservice,3488.6,20.9751,0.0,5
62,2026-05-29T04:41:49.357484,RECOVERY,checkoutservice,24.86,0.1333,0.0,1
62,2026-05-29T04:41:49.357484,RECOVERY,cartservice,4.83,4.1779,0.0,1
62,2026-05-29T04:41:49.357484,RECOVERY,recommendationservice,4583.73,2.689,0.0,5
63,2026-05-29T04:42:20.405933,RECOVERY,frontend,63.38,5.778,0.0,5
63,2026-05-29T04:42:20.405933,RECOVERY,productcatalogservice,3.18,31.1523,0.0,5
63,2026-05-29T04:42:20.405933,RECOVERY,checkoutservice,6727.71,0.1333,0.0,1
63,2026-05-29T04:42:20.405933,RECOVERY,cartservice,4.78,5.3336,0.0,1
63,2026-05-29T04:42:20.405933,RECOVERY,recommendationservice,7.41,3.9335,0.0,5
64,2026-05-29T04:42:51.449302,RECOVERY,frontend,48.22,5.1558,0.0,5
64,2026-05-29T04:42:51.449302,RECOVERY,productcatalogservice,3.1,29.2239,0.0,5
64,2026-05-29T04:42:51.449302,RECOVERY,checkoutservice,24.31,0.1333,0.0,1
64,2026-05-29T04:42:51.449302,RECOVERY,cartservice,4.79,4.9336,0.0,1
64,2026-05-29T04:42:51.449302,RECOVERY,recommendationservice,4.99,3.6891,0.0,5
65,2026-05-29T04:43:22.480514,RECOVERY,frontend,47.28,5.7559,0.0,5
65,2026-05-29T04:43:22.480514,RECOVERY,productcatalogservice,3.29,33.3796,0.0,5
65,2026-05-29T04:43:22.480514,RECOVERY,checkoutservice,43.94,0.3556,0.0,1
65,2026-05-29T04:43:22.480514,RECOVERY,cartservice,4.79,5.9114,0.0,1
65,2026-05-29T04:43:22.480514,RECOVERY,recommendationservice,5.39,4.2225,0.0,5
66,2026-05-29T04:43:53.596694,RECOVERY,frontend,47.33,5.8671,0.0,5
66,2026-05-29T04:43:53.596694,RECOVERY,productcatalogservice,3.25,33.9127,0.0,5
66,2026-05-29T04:43:53.596694,RECOVERY,checkoutservice,46.92,0.4,0.0,1
66,2026-05-29T04:43:53.596694,RECOVERY,cartservice,4.85,6.1336,0.0,1
66,2026-05-29T04:43:53.596694,RECOVERY,recommendationservice,5.0,4.3113,0.0,5
67,2026-05-29T04:44:24.658620,RECOVERY,frontend,49.91,4.6005,0.0,5
67,2026-05-29T04:44:24.658620,RECOVERY,productcatalogservice,3.28,24.513,0.0,5
67,2026-05-29T04:44:24.658620,RECOVERY,checkoutservice,24.25,0.2,0.0,1
67,2026-05-29T04:44:24.658620,RECOVERY,cartservice,4.85,4.4448,0.0,1
67,2026-05-29T04:44:24.658620,RECOVERY,recommendationservice,4.99,3.2892,0.0,5
68,2026-05-29T04:44:55.739255,RECOVERY,frontend,47.97,5.5118,0.0,5
68,2026-05-29T04:44:55.739255,RECOVERY,productcatalogservice,3.53,28.6475,0.0,5
68,2026-05-29T04:44:55.739255,RECOVERY,checkoutservice,43.75,0.2445,0.0,1
68,2026-05-29T04:44:55.739255,RECOVERY,cartservice,4.86,5.3339,0.0,1
68,2026-05-29T04:44:55.739255,RECOVERY,recommendationservice,7.41,3.9782,0.0,5
69,2026-05-29T04:45:26.808613,RECOVERY,frontend,46.62,5.178,0.0,5
69,2026-05-29T04:45:26.808613,RECOVERY,productcatalogservice,3.43,26.9567,0.0,5
69,2026-05-29T04:45:26.808613,RECOVERY,checkoutservice,24.25,0.1778,0.0,1
69,2026-05-29T04:45:26.808613,RECOVERY,cartservice,4.84,5.0447,0.0,1
69,2026-05-29T04:45:26.808613,RECOVERY,recommendationservice,4.91,3.6224,0.0,5
70,2026-05-29T04:48:28.363870,RECOVERY,frontend,0.0,0.0,0.0,5
70,2026-05-29T04:48:28.363870,RECOVERY,productcatalogservice,0.0,0.0,0.0,5
70,2026-05-29T04:48:28.363870,RECOVERY,checkoutservice,0.0,0.0,0.0,1
70,2026-05-29T04:48:28.363870,RECOVERY,cartservice,0.0,0.0,0.0,1
70,2026-05-29T04:48:28.363870,RECOVERY,recommendationservice,0.0,0.0,0.0,5
