cycle,timestamp,phase,service,p95_ms,throughput_rps,cpu_cores,replicas
48,2026-05-29T01:53:52.379987,FAULT_INJECTION,recommendationservice,4993.1,1.0445,0.0,5
43,2026-05-29T01:54:03.354073,FAULT_INJECTION,frontend,28722.22,1.1556,0.0,5
43,2026-05-29T01:54:03.354073,FAULT_INJECTION,productcatalogservice,4722.41,5.7549,0.0,1
43,2026-05-29T01:54:03.354073,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
43,2026-05-29T01:54:03.354073,FAULT_INJECTION,cartservice,4.8,0.9112,0.0,1
43,2026-05-29T01:54:03.354073,FAULT_INJECTION,recommendationservice,4875.0,0.6889,0.0,5
5,2026-05-29T01:54:05.646022,BASELINE,frontend,28702.7,1.2001,0.0,5
5,2026-05-29T01:54:05.646022,BASELINE,productcatalogservice,4721.1,5.7836,0.0,1
5,2026-05-29T01:54:05.646022,BASELINE,checkoutservice,nan,0.0,0.0,1
5,2026-05-29T01:54:05.646022,BASELINE,cartservice,4.8,0.8667,0.0,1
5,2026-05-29T01:54:05.646022,BASELINE,recommendationservice,4875.0,0.6445,0.0,5
49,2026-05-29T01:54:23.423192,FAULT_INJECTION,frontend,28354.84,1.1111,0.0,5
49,2026-05-29T01:54:23.423192,FAULT_INJECTION,productcatalogservice,4704.46,5.8668,0.0,1
49,2026-05-29T01:54:23.423192,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
49,2026-05-29T01:54:23.423192,FAULT_INJECTION,cartservice,4.88,1.1778,0.0,1
49,2026-05-29T01:54:23.423192,FAULT_INJECTION,recommendationservice,4875.0,0.7778,0.0,5
44,2026-05-29T01:54:34.357605,FAULT_INJECTION,frontend,28484.84,1.089,0.0,5
44,2026-05-29T01:54:34.357605,FAULT_INJECTION,productcatalogservice,4709.56,6.0002,0.0,1
44,2026-05-29T01:54:34.357605,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
44,2026-05-29T01:54:34.357605,FAULT_INJECTION,cartservice,4.97,1.0223,0.0,1
44,2026-05-29T01:54:34.357605,FAULT_INJECTION,recommendationservice,4875.0,0.7556,0.0,5
6,2026-05-29T01:54:36.671724,BASELINE,frontend,28484.85,1.0445,0.0,5
6,2026-05-29T01:54:36.671724,BASELINE,productcatalogservice,4697.92,6.0003,0.0,1
6,2026-05-29T01:54:36.671724,BASELINE,checkoutservice,nan,0.0,0.0,1
6,2026-05-29T01:54:36.671724,BASELINE,cartservice,4.97,1.0223,0.0,1
6,2026-05-29T01:54:36.671724,BASELINE,recommendationservice,4875.0,0.7778,0.0,5
50,2026-05-29T01:54:54.442455,FAULT_INJECTION,frontend,28675.67,0.9556,0.0,5
50,2026-05-29T01:54:54.442455,FAULT_INJECTION,productcatalogservice,4683.49,6.0004,0.0,1
50,2026-05-29T01:54:54.442455,FAULT_INJECTION,checkoutservice,4875.0,0.0222,0.0,1
50,2026-05-29T01:54:54.442455,FAULT_INJECTION,cartservice,4.95,1.0668,0.0,1
50,2026-05-29T01:54:54.442455,FAULT_INJECTION,recommendationservice,4875.0,0.7778,0.0,5
45,2026-05-29T01:55:05.393905,FAULT_INJECTION,frontend,28947.37,0.889,0.0,5
45,2026-05-29T01:55:05.393905,FAULT_INJECTION,productcatalogservice,4708.67,6.3561,0.0,1
45,2026-05-29T01:55:05.393905,FAULT_INJECTION,checkoutservice,28500.0,0.0667,0.0,1
45,2026-05-29T01:55:05.393905,FAULT_INJECTION,cartservice,4.89,0.9556,0.0,1
45,2026-05-29T01:55:05.393905,FAULT_INJECTION,recommendationservice,4875.0,0.8223,0.0,5
7,2026-05-29T01:55:07.730888,BASELINE,frontend,28944.44,0.8223,0.0,5
7,2026-05-29T01:55:07.730888,BASELINE,productcatalogservice,4706.14,6.0895,0.0,1
7,2026-05-29T01:55:07.730888,BASELINE,checkoutservice,28500.0,0.0667,0.0,1
7,2026-05-29T01:55:07.730888,BASELINE,cartservice,4.89,0.9334,0.0,1
7,2026-05-29T01:55:07.730888,BASELINE,recommendationservice,4875.0,0.7779,0.0,5
51,2026-05-29T01:55:25.582600,FAULT_INJECTION,frontend,28789.47,1.0,0.0,5
51,2026-05-29T01:55:25.582600,FAULT_INJECTION,productcatalogservice,4715.62,6.178,0.0,1
51,2026-05-29T01:55:25.582600,FAULT_INJECTION,checkoutservice,28499.99,0.0667,0.0,1
51,2026-05-29T01:55:25.582600,FAULT_INJECTION,cartservice,4.96,1.0445,0.0,1
51,2026-05-29T01:55:25.582600,FAULT_INJECTION,recommendationservice,4875.0,0.8223,0.0,5
46,2026-05-29T01:55:36.455513,FAULT_INJECTION,frontend,28694.44,1.089,0.0,5
46,2026-05-29T01:55:36.455513,FAULT_INJECTION,productcatalogservice,4717.48,6.2225,0.0,1
46,2026-05-29T01:55:36.455513,FAULT_INJECTION,checkoutservice,29000.0,0.0444,0.0,1
46,2026-05-29T01:55:36.455513,FAULT_INJECTION,cartservice,6.17,1.0445,0.0,1
46,2026-05-29T01:55:36.455513,FAULT_INJECTION,recommendationservice,4875.0,0.8445,0.0,5
8,2026-05-29T01:55:38.795609,BASELINE,frontend,28694.44,1.089,0.0,5
8,2026-05-29T01:55:38.795609,BASELINE,productcatalogservice,4713.41,6.2893,0.0,1
8,2026-05-29T01:55:38.795609,BASELINE,checkoutservice,29000.0,0.0444,0.0,1
8,2026-05-29T01:55:38.795609,BASELINE,cartservice,6.17,1.0445,0.0,1
8,2026-05-29T01:55:38.795609,BASELINE,recommendationservice,4875.0,0.8445,0.0,5
52,2026-05-29T01:55:56.641722,FAULT_INJECTION,frontend,28605.26,1.1556,0.0,5
52,2026-05-29T01:55:56.641722,FAULT_INJECTION,productcatalogservice,4707.29,6.1559,0.0,1
52,2026-05-29T01:55:56.641722,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
52,2026-05-29T01:55:56.641722,FAULT_INJECTION,cartservice,6.81,1.1778,0.0,1
52,2026-05-29T01:55:56.641722,FAULT_INJECTION,recommendationservice,4875.0,0.8667,0.0,5
47,2026-05-29T01:56:07.500578,FAULT_INJECTION,frontend,28685.71,1.0446,0.0,5
47,2026-05-29T01:56:07.500578,FAULT_INJECTION,productcatalogservice,4707.99,6.2672,0.0,1
47,2026-05-29T01:56:07.500578,FAULT_INJECTION,checkoutservice,4875.0,0.0444,0.0,1
47,2026-05-29T01:56:07.500578,FAULT_INJECTION,cartservice,6.87,1.1779,0.0,1
47,2026-05-29T01:56:07.500578,FAULT_INJECTION,recommendationservice,4875.0,0.8445,0.0,5
9,2026-05-29T01:56:09.803477,BASELINE,frontend,28685.71,1.0446,0.0,5
9,2026-05-29T01:56:09.803477,BASELINE,productcatalogservice,4707.99,6.2228,0.0,1
9,2026-05-29T01:56:09.803477,BASELINE,checkoutservice,4875.0,0.0444,0.0,1
9,2026-05-29T01:56:09.803477,BASELINE,cartservice,6.87,1.1779,0.0,1
9,2026-05-29T01:56:09.803477,BASELINE,recommendationservice,4875.0,0.8001,0.0,5
53,2026-05-29T01:56:27.653254,FAULT_INJECTION,frontend,28710.53,1.0667,0.0,5
53,2026-05-29T01:56:27.653254,FAULT_INJECTION,productcatalogservice,4702.27,5.8227,0.0,1
53,2026-05-29T01:56:27.653254,FAULT_INJECTION,checkoutservice,4875.0,0.0444,0.0,1
53,2026-05-29T01:56:27.653254,FAULT_INJECTION,cartservice,4.88,1.0001,0.0,1
53,2026-05-29T01:56:27.653254,FAULT_INJECTION,recommendationservice,4875.0,0.8667,0.0,5
48,2026-05-29T01:56:38.566486,FAULT_INJECTION,frontend,28794.87,1.0445,0.0,5
48,2026-05-29T01:56:38.566486,FAULT_INJECTION,productcatalogservice,4717.44,6.0006,0.0,1
48,2026-05-29T01:56:38.566486,FAULT_INJECTION,checkoutservice,4875.0,0.0444,0.0,1
48,2026-05-29T01:56:38.566486,FAULT_INJECTION,cartservice,4.8,0.9557,0.0,1
48,2026-05-29T01:56:38.566486,FAULT_INJECTION,recommendationservice,4875.0,0.7556,0.0,5
10,2026-05-29T01:56:40.870542,BASELINE,frontend,28710.53,1.1112,0.0,5
10,2026-05-29T01:56:40.870542,BASELINE,productcatalogservice,4714.44,5.8673,0.0,1
10,2026-05-29T01:56:40.870542,BASELINE,checkoutservice,4875.0,0.0444,0.0,1
10,2026-05-29T01:56:40.870542,BASELINE,cartservice,4.8,0.9779,0.0,1
10,2026-05-29T01:56:40.870542,BASELINE,recommendationservice,4875.0,0.689,0.0,5
54,2026-05-29T01:56:58.717261,FAULT_INJECTION,frontend,28441.17,1.1556,0.0,5
54,2026-05-29T01:56:58.717261,FAULT_INJECTION,productcatalogservice,4715.4,5.7781,0.0,1
54,2026-05-29T01:56:58.717261,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
54,2026-05-29T01:56:58.717261,FAULT_INJECTION,cartservice,4.89,0.9778,0.0,1
54,2026-05-29T01:56:58.717261,FAULT_INJECTION,recommendationservice,4875.0,0.8,0.0,5
49,2026-05-29T01:57:09.689504,FAULT_INJECTION,frontend,28527.78,1.1779,0.0,5
49,2026-05-29T01:57:09.689504,FAULT_INJECTION,productcatalogservice,4724.8,6.0004,0.0,1
49,2026-05-29T01:57:09.689504,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
49,2026-05-29T01:57:09.689504,FAULT_INJECTION,cartservice,4.98,0.9556,0.0,1
49,2026-05-29T01:57:09.689504,FAULT_INJECTION,recommendationservice,4875.0,0.6889,0.0,5
11,2026-05-29T01:57:11.995144,BASELINE,frontend,28485.72,1.1778,0.0,5
11,2026-05-29T01:57:11.995144,BASELINE,productcatalogservice,4736.64,6.067,0.0,1
11,2026-05-29T01:57:11.995144,BASELINE,checkoutservice,nan,0.0,0.0,1
11,2026-05-29T01:57:11.995144,BASELINE,cartservice,4.98,1.0223,0.0,1
11,2026-05-29T01:57:11.995144,BASELINE,recommendationservice,4875.0,0.7334,0.0,5
55,2026-05-29T01:57:29.757360,FAULT_INJECTION,frontend,28485.71,1.1112,0.0,5
55,2026-05-29T01:57:29.757360,FAULT_INJECTION,productcatalogservice,4729.33,6.2446,0.0,1
55,2026-05-29T01:57:29.757360,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
55,2026-05-29T01:57:29.757360,FAULT_INJECTION,cartservice,4.95,1.0445,0.0,1
55,2026-05-29T01:57:29.757360,FAULT_INJECTION,recommendationservice,4875.0,0.9556,0.0,5
50,2026-05-29T01:57:40.753921,FAULT_INJECTION,frontend,28666.67,1.2445,0.0,5
50,2026-05-29T01:57:40.753921,FAULT_INJECTION,productcatalogservice,4727.27,6.2893,0.0,1
50,2026-05-29T01:57:40.753921,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
50,2026-05-29T01:57:40.753921,FAULT_INJECTION,cartservice,4.96,1.089,0.0,1
50,2026-05-29T01:57:40.753921,FAULT_INJECTION,recommendationservice,4875.0,0.8445,0.0,5
12,2026-05-29T01:57:43.077126,BASELINE,frontend,28692.31,1.2445,0.0,5
12,2026-05-29T01:57:43.077126,BASELINE,productcatalogservice,4722.66,6.156,0.0,1
12,2026-05-29T01:57:43.077126,BASELINE,checkoutservice,nan,0.0,0.0,1
12,2026-05-29T01:57:43.077126,BASELINE,cartservice,4.97,1.1779,0.0,1
12,2026-05-29T01:57:43.077126,BASELINE,recommendationservice,4875.0,0.8223,0.0,5
56,2026-05-29T01:58:00.763126,FAULT_INJECTION,frontend,28600.0,1.0667,0.0,5
56,2026-05-29T01:58:00.763126,FAULT_INJECTION,productcatalogservice,4694.08,6.3336,0.0,1
56,2026-05-29T01:58:00.763126,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
56,2026-05-29T01:58:00.763126,FAULT_INJECTION,cartservice,4.96,1.0223,0.0,1
56,2026-05-29T01:58:00.763126,FAULT_INJECTION,recommendationservice,4875.0,0.8667,0.0,5
51,2026-05-29T01:58:11.813463,FAULT_INJECTION,frontend,28736.84,1.1112,0.0,5
51,2026-05-29T01:58:11.813463,FAULT_INJECTION,productcatalogservice,4680.68,6.0672,0.0,1
51,2026-05-29T01:58:11.813463,FAULT_INJECTION,checkoutservice,nan,0.0444,0.0,1
51,2026-05-29T01:58:11.813463,FAULT_INJECTION,cartservice,4.98,1.0445,0.0,1
51,2026-05-29T01:58:11.813463,FAULT_INJECTION,recommendationservice,4875.0,0.8001,0.0,5
13,2026-05-29T01:58:14.118200,BASELINE,frontend,28736.84,1.1112,0.0,5
13,2026-05-29T01:58:14.118200,BASELINE,productcatalogservice,4683.04,6.1561,0.0,1
13,2026-05-29T01:58:14.118200,BASELINE,checkoutservice,nan,0.0444,0.0,1
13,2026-05-29T01:58:14.118200,BASELINE,cartservice,4.98,1.0445,0.0,1
13,2026-05-29T01:58:14.118200,BASELINE,recommendationservice,4875.0,0.8001,0.0,5
57,2026-05-29T01:58:31.793975,FAULT_INJECTION,frontend,28750.0,0.9779,0.0,5
57,2026-05-29T01:58:31.793975,FAULT_INJECTION,productcatalogservice,4688.06,6.1336,0.0,1
57,2026-05-29T01:58:31.793975,FAULT_INJECTION,checkoutservice,29000.0,0.0444,0.0,1
57,2026-05-29T01:58:31.793975,FAULT_INJECTION,cartservice,4.99,0.9112,0.0,1
57,2026-05-29T01:58:31.793975,FAULT_INJECTION,recommendationservice,4875.0,0.7556,0.0,5
52,2026-05-29T01:58:42.906892,FAULT_INJECTION,frontend,28783.78,1.0001,0.0,5
52,2026-05-29T01:58:42.906892,FAULT_INJECTION,productcatalogservice,4689.28,5.7784,0.0,1
52,2026-05-29T01:58:42.906892,FAULT_INJECTION,checkoutservice,29000.0,0.0444,0.0,1
52,2026-05-29T01:58:42.906892,FAULT_INJECTION,cartservice,4.89,0.9334,0.0,1
52,2026-05-29T01:58:42.906892,FAULT_INJECTION,recommendationservice,4875.0,0.7334,0.0,5
14,2026-05-29T01:58:45.242317,BASELINE,frontend,28783.78,1.0001,0.0,5
14,2026-05-29T01:58:45.242317,BASELINE,productcatalogservice,4689.28,5.7784,0.0,1
14,2026-05-29T01:58:45.242317,BASELINE,checkoutservice,29000.0,0.0444,0.0,1
14,2026-05-29T01:58:45.242317,BASELINE,cartservice,4.89,0.9334,0.0,1
14,2026-05-29T01:58:45.242317,BASELINE,recommendationservice,4875.0,0.7334,0.0,5
58,2026-05-29T01:59:02.957637,FAULT_INJECTION,frontend,28625.0,0.9779,0.0,5
58,2026-05-29T01:59:02.957637,FAULT_INJECTION,productcatalogservice,4708.71,6.0004,0.0,1
58,2026-05-29T01:59:02.957637,FAULT_INJECTION,checkoutservice,29000.0,0.0,0.0,1
58,2026-05-29T01:59:02.957637,FAULT_INJECTION,cartservice,4.88,1.0223,0.0,1
58,2026-05-29T01:59:02.957637,FAULT_INJECTION,recommendationservice,4875.0,0.8889,0.0,5
53,2026-05-29T01:59:14.047844,FAULT_INJECTION,frontend,28628.57,1.0001,0.0,5
53,2026-05-29T01:59:14.047844,FAULT_INJECTION,productcatalogservice,4716.46,6.3783,0.0,1
53,2026-05-29T01:59:14.047844,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
53,2026-05-29T01:59:14.047844,FAULT_INJECTION,cartservice,4.97,1.0889,0.0,1
53,2026-05-29T01:59:14.047844,FAULT_INJECTION,recommendationservice,4875.0,0.8223,0.0,5
15,2026-05-29T01:59:16.377393,BASELINE,frontend,28628.57,1.0001,0.0,5
15,2026-05-29T01:59:16.377393,BASELINE,productcatalogservice,4715.45,6.4005,0.0,1
15,2026-05-29T01:59:16.377393,BASELINE,checkoutservice,nan,0.0,0.0,1
15,2026-05-29T01:59:16.377393,BASELINE,cartservice,4.97,1.0889,0.0,1
15,2026-05-29T01:59:16.377393,BASELINE,recommendationservice,4875.0,0.8445,0.0,5
59,2026-05-29T01:59:34.070209,FAULT_INJECTION,frontend,28542.86,1.2667,0.0,5
59,2026-05-29T01:59:34.070209,FAULT_INJECTION,productcatalogservice,4726.28,6.6668,0.0,1
59,2026-05-29T01:59:34.070209,FAULT_INJECTION,checkoutservice,4875.0,0.0444,0.0,1
59,2026-05-29T01:59:34.070209,FAULT_INJECTION,cartservice,4.94,1.289,0.0,1
59,2026-05-29T01:59:34.070209,FAULT_INJECTION,recommendationservice,4875.0,0.8889,0.0,5
54,2026-05-29T01:59:45.181173,FAULT_INJECTION,frontend,28571.43,1.1556,0.0,5
54,2026-05-29T01:59:45.181173,FAULT_INJECTION,productcatalogservice,4715.23,6.6893,0.0,1
54,2026-05-29T01:59:45.181173,FAULT_INJECTION,checkoutservice,9249.99,0.0667,0.0,1
54,2026-05-29T01:59:45.181173,FAULT_INJECTION,cartservice,4.87,1.1334,0.0,1
54,2026-05-29T01:59:45.181173,FAULT_INJECTION,recommendationservice,4875.0,0.8223,0.0,5
16,2026-05-29T01:59:47.611957,BASELINE,frontend,28717.95,1.1334,0.0,5
16,2026-05-29T01:59:47.611957,BASELINE,productcatalogservice,4717.83,6.7559,0.0,1
16,2026-05-29T01:59:47.611957,BASELINE,checkoutservice,9249.99,0.0667,0.0,1
16,2026-05-29T01:59:47.611957,BASELINE,cartservice,4.87,1.1334,0.0,1
16,2026-05-29T01:59:47.611957,BASELINE,recommendationservice,4875.0,0.7778,0.0,5
60,2026-05-29T02:00:05.154024,FAULT_INJECTION,frontend,28685.72,0.9779,0.0,5
60,2026-05-29T02:00:05.154024,FAULT_INJECTION,productcatalogservice,4716.35,6.5561,0.0,1
60,2026-05-29T02:00:05.154024,FAULT_INJECTION,checkoutservice,9648.17,0.0444,0.0,1
60,2026-05-29T02:00:05.154024,FAULT_INJECTION,cartservice,4.8,1.1112,0.0,1
60,2026-05-29T02:00:05.154024,FAULT_INJECTION,recommendationservice,4875.0,0.8667,0.0,5
61,2026-05-29T02:00:06.412336,RECOVERY,frontend,28657.14,0.9557,0.0,5
61,2026-05-29T02:00:06.412336,RECOVERY,productcatalogservice,4713.74,6.8225,0.0,1
61,2026-05-29T02:00:06.412336,RECOVERY,checkoutservice,9608.54,0.0444,0.0,1
61,2026-05-29T02:00:06.412336,RECOVERY,cartservice,4.8,1.089,0.0,1
61,2026-05-29T02:00:06.412336,RECOVERY,recommendationservice,4875.0,0.8667,0.0,5
55,2026-05-29T02:00:16.298119,FAULT_INJECTION,frontend,28617.65,1.1112,0.0,5
55,2026-05-29T02:00:16.298119,FAULT_INJECTION,productcatalogservice,4677.43,7.6448,0.0,1
55,2026-05-29T02:00:16.298119,FAULT_INJECTION,checkoutservice,9500.81,0.0889,0.0,1
55,2026-05-29T02:00:16.298119,FAULT_INJECTION,cartservice,4.96,1.4445,0.0,1
55,2026-05-29T02:00:16.298119,FAULT_INJECTION,recommendationservice,4851.56,1.0223,0.0,5
17,2026-05-29T02:00:18.810254,BASELINE,frontend,27878.05,2.2001,0.0,5
17,2026-05-29T02:00:18.810254,BASELINE,productcatalogservice,4628.27,8.1114,0.0,1
17,2026-05-29T02:00:18.810254,BASELINE,checkoutservice,9387.51,0.1111,0.0,1
17,2026-05-29T02:00:18.810254,BASELINE,cartservice,4.95,1.5112,0.0,1
17,2026-05-29T02:00:18.810254,BASELINE,recommendationservice,4790.18,1.2223,0.0,5
62,2026-05-29T02:00:37.908847,RECOVERY,frontend,23925.95,4.2003,0.0,5
62,2026-05-29T02:00:37.908847,RECOVERY,productcatalogservice,3137.68,25.691,0.0,1
62,2026-05-29T02:00:37.908847,RECOVERY,checkoutservice,93.75,0.1556,0.0,1
62,2026-05-29T02:00:37.908847,RECOVERY,cartservice,4.89,3.467,0.0,1
62,2026-05-29T02:00:37.908847,RECOVERY,recommendationservice,4309.21,2.8002,0.0,5
56,2026-05-29T02:00:47.471148,FAULT_INJECTION,frontend,17333.43,5.378,0.0,5
56,2026-05-29T02:00:47.471148,FAULT_INJECTION,productcatalogservice,4.88,28.8245,0.0,1
56,2026-05-29T02:00:47.471148,FAULT_INJECTION,checkoutservice,88.13,0.1778,0.0,1
56,2026-05-29T02:00:47.471148,FAULT_INJECTION,cartservice,4.85,4.8891,0.0,1
56,2026-05-29T02:00:47.471148,FAULT_INJECTION,recommendationservice,2930.58,3.6447,0.0,5
18,2026-05-29T02:00:49.982464,BASELINE,frontend,15588.26,5.7113,0.0,5
18,2026-05-29T02:00:49.982464,BASELINE,productcatalogservice,4.73,29.8244,0.0,1
18,2026-05-29T02:00:49.982464,BASELINE,checkoutservice,87.97,0.1778,0.0,1
18,2026-05-29T02:00:49.982464,BASELINE,cartservice,4.85,5.1113,0.0,1
18,2026-05-29T02:00:49.982464,BASELINE,recommendationservice,22.75,3.8891,0.0,5
63,2026-05-29T02:01:09.025436,RECOVERY,frontend,81.92,5.6671,0.0,5
63,2026-05-29T02:01:09.025436,RECOVERY,productcatalogservice,3.91,33.8911,0.0,1
63,2026-05-29T02:01:09.025436,RECOVERY,checkoutservice,47.53,0.1778,0.0,1
63,2026-05-29T02:01:09.025436,RECOVERY,cartservice,4.83,5.7782,0.0,1
63,2026-05-29T02:01:09.025436,RECOVERY,recommendationservice,9.39,4.3558,0.0,5
57,2026-05-29T02:01:18.604456,FAULT_INJECTION,frontend,75.0,5.578,0.0,5
57,2026-05-29T02:01:18.604456,FAULT_INJECTION,productcatalogservice,3.74,33.491,0.0,5
57,2026-05-29T02:01:18.604456,FAULT_INJECTION,checkoutservice,44.55,0.2667,0.0,5
57,2026-05-29T02:01:18.604456,FAULT_INJECTION,cartservice,4.8,5.8001,0.0,1
57,2026-05-29T02:01:18.604456,FAULT_INJECTION,recommendationservice,7.55,4.2447,0.0,5
19,2026-05-29T02:01:21.115687,BASELINE,frontend,72.69,5.5113,0.0,5
19,2026-05-29T02:01:21.115687,BASELINE,productcatalogservice,3.76,33.2687,0.0,5
19,2026-05-29T02:01:21.115687,BASELINE,checkoutservice,46.18,0.2667,0.0,5
19,2026-05-29T02:01:21.115687,BASELINE,cartservice,4.8,5.689,0.0,1
19,2026-05-29T02:01:21.115687,BASELINE,recommendationservice,7.35,4.1335,0.0,5
64,2026-05-29T02:01:40.192255,RECOVERY,frontend,71.25,5.8893,0.0,5
64,2026-05-29T02:01:40.192255,RECOVERY,productcatalogservice,3.38,31.0247,0.0,5
