cycle,timestamp,service,p95_ms,throughput_rps,cpu_cores
1,2026-05-28T00:09:29.885859,frontend,46.86,4.9555,0.0
1,2026-05-28T00:09:29.885859,productcatalogservice,2.83,27.5336,0.0
1,2026-05-28T00:09:29.885859,checkoutservice,43.12,0.2444,0.0
1,2026-05-28T00:09:29.885859,cartservice,4.83,5.2069,0.0
1,2026-05-28T00:09:29.885859,recommendationservice,4.87,3.7556,0.0
2,2026-05-28T00:10:00.005094,frontend,43.79,5.2892,0.0
2,2026-05-28T00:10:00.005094,productcatalogservice,2.83,30.2903,0.0
2,2026-05-28T00:10:00.005094,checkoutservice,24.25,0.2222,0.0
2,2026-05-28T00:10:00.005094,cartservice,4.83,5.0225,0.0
2,2026-05-28T00:10:00.005094,recommendationservice,4.93,4.0447,0.0
3,2026-05-28T00:10:30.099283,frontend,49.44,5.1563,0.0
3,2026-05-28T00:10:30.099283,productcatalogservice,2.94,28.5394,0.0
3,2026-05-28T00:10:30.099283,checkoutservice,24.25,0.3112,0.0
3,2026-05-28T00:10:30.099283,cartservice,4.79,5.1121,0.0
3,2026-05-28T00:10:30.099283,recommendationservice,4.91,3.8008,0.0
4,2026-05-28T00:11:00.345720,frontend,49.1,5.5338,0.0
4,2026-05-28T00:11:00.345720,productcatalogservice,3.27,30.2269,0.0
4,2026-05-28T00:11:00.345720,checkoutservice,24.25,0.3112,0.0
4,2026-05-28T00:11:00.345720,cartservice,4.8,5.3341,0.0
4,2026-05-28T00:11:00.345720,recommendationservice,4.93,4.2228,0.0
5,2026-05-28T00:11:30.491475,frontend,48.5,5.4448,0.0
5,2026-05-28T00:11:30.491475,productcatalogservice,2.63,28.5803,0.0
5,2026-05-28T00:11:30.491475,checkoutservice,24.25,0.1333,0.0
5,2026-05-28T00:11:30.491475,cartservice,4.82,5.0893,0.0
5,2026-05-28T00:11:30.491475,recommendationservice,4.87,3.6002,0.0
6,2026-05-28T00:12:00.550403,frontend,47.78,5.467,0.0
6,2026-05-28T00:12:00.550403,productcatalogservice,3.22,27.9142,0.0
6,2026-05-28T00:12:00.550403,checkoutservice,24.25,0.2222,0.0
6,2026-05-28T00:12:00.550403,cartservice,4.82,5.2672,0.0
6,2026-05-28T00:12:00.550403,recommendationservice,4.97,3.7337,0.0
7,2026-05-28T00:12:30.597399,frontend,79.38,5.1337,0.0
7,2026-05-28T00:12:30.597399,productcatalogservice,2.58,26.3581,0.0
7,2026-05-28T00:12:30.597399,checkoutservice,24.25,0.1778,0.0
7,2026-05-28T00:12:30.597399,cartservice,4.79,4.8671,0.0
7,2026-05-28T00:12:30.597399,recommendationservice,4.85,3.5337,0.0
8,2026-05-28T00:13:00.689229,frontend,87.5,5.0006,0.0
8,2026-05-28T00:13:00.689229,productcatalogservice,3.16,26.7146,0.0
8,2026-05-28T00:13:00.689229,checkoutservice,42.5,0.1334,0.0
8,2026-05-28T00:13:00.689229,cartservice,4.8,4.8451,0.0
8,2026-05-28T00:13:00.689229,recommendationservice,5.58,3.6228,0.0
9,2026-05-28T00:13:30.767722,frontend,87.92,5.0224,0.0
9,2026-05-28T00:13:30.767722,productcatalogservice,2.88,25.4242,0.0
9,2026-05-28T00:13:30.767722,checkoutservice,24.25,0.0889,0.0
9,2026-05-28T00:13:30.767722,cartservice,4.81,4.5337,0.0
9,2026-05-28T00:13:30.767722,recommendationservice,6.61,3.2891,0.0
10,2026-05-28T00:14:00.963442,frontend,47.92,4.7113,0.0
10,2026-05-28T00:14:00.963442,productcatalogservice,2.54,27.3796,0.0
10,2026-05-28T00:14:00.963442,checkoutservice,43.75,0.2222,0.0
10,2026-05-28T00:14:00.963442,cartservice,4.83,4.5337,0.0
10,2026-05-28T00:14:00.963442,recommendationservice,4.85,3.5558,0.0
11,2026-05-28T00:14:31.008395,frontend,68.13,4.4226,0.0
11,2026-05-28T00:14:31.008395,productcatalogservice,3.29,24.7803,0.0
11,2026-05-28T00:14:31.008395,checkoutservice,46.87,0.0889,0.0
11,2026-05-28T00:14:31.008395,cartservice,4.83,4.0892,0.0
11,2026-05-28T00:14:31.008395,recommendationservice,4.96,3.267,0.0
12,2026-05-28T00:15:01.211721,frontend,71.79,5.1781,0.0
12,2026-05-28T00:15:01.211721,productcatalogservice,2.87,26.1579,0.0
12,2026-05-28T00:15:01.211721,checkoutservice,24.25,0.1778,0.0
12,2026-05-28T00:15:01.211721,cartservice,4.79,4.8227,0.0
12,2026-05-28T00:15:01.211721,recommendationservice,4.87,3.5559,0.0
13,2026-05-28T00:15:31.316748,frontend,46.98,5.3337,0.0
13,2026-05-28T00:15:31.316748,productcatalogservice,2.81,28.98,0.0
13,2026-05-28T00:15:31.316748,checkoutservice,24.25,0.2667,0.0
13,2026-05-28T00:15:31.316748,cartservice,4.79,5.156,0.0
13,2026-05-28T00:15:31.316748,recommendationservice,4.96,3.8892,0.0
14,2026-05-28T00:16:01.365584,frontend,72.5,5.0003,0.0
14,2026-05-28T00:16:01.365584,productcatalogservice,3.1,26.5135,0.0
14,2026-05-28T00:16:01.365584,checkoutservice,24.25,0.2222,0.0
14,2026-05-28T00:16:01.365584,cartservice,4.79,4.8004,0.0
14,2026-05-28T00:16:01.365584,recommendationservice,4.95,3.6004,0.0
15,2026-05-28T00:16:31.450989,frontend,89.09,5.978,0.0
15,2026-05-28T00:16:31.450989,productcatalogservice,3.67,31.6469,0.0
15,2026-05-28T00:16:31.450989,checkoutservice,43.75,0.2222,0.0
15,2026-05-28T00:16:31.450989,cartservice,4.81,5.7782,0.0
15,2026-05-28T00:16:31.450989,recommendationservice,6.92,4.1781,0.0
16,2026-05-28T00:17:01.491456,frontend,67.75,5.4225,0.0
16,2026-05-28T00:17:01.491456,productcatalogservice,3.41,33.4916,0.0
16,2026-05-28T00:17:01.491456,checkoutservice,47.5,0.1778,0.0
16,2026-05-28T00:17:01.491456,cartservice,4.81,5.6449,0.0
16,2026-05-28T00:17:01.491456,recommendationservice,5.0,3.9114,0.0
17,2026-05-28T00:17:31.538531,frontend,45.63,4.4447,0.0
17,2026-05-28T00:17:31.538531,productcatalogservice,2.41,24.8911,0.0
17,2026-05-28T00:17:31.538531,checkoutservice,46.25,0.0444,0.0
17,2026-05-28T00:17:31.538531,cartservice,4.79,4.067,0.0
17,2026-05-28T00:17:31.538531,recommendationservice,4.8,3.3114,0.0
18,2026-05-28T00:18:01.673777,frontend,52.5,4.9338,0.0
18,2026-05-28T00:18:01.673777,productcatalogservice,2.67,27.4024,0.0
18,2026-05-28T00:18:01.673777,checkoutservice,24.25,0.1778,0.0
18,2026-05-28T00:18:01.673777,cartservice,4.8,4.6671,0.0
18,2026-05-28T00:18:01.673777,recommendationservice,4.98,3.4225,0.0
19,2026-05-28T00:18:31.741389,frontend,74.75,5.1114,0.0
19,2026-05-28T00:18:31.741389,productcatalogservice,2.12,29.8471,0.0
19,2026-05-28T00:18:31.741389,checkoutservice,24.25,0.3111,0.0
19,2026-05-28T00:18:31.741389,cartservice,4.8,5.1561,0.0
19,2026-05-28T00:18:31.741389,recommendationservice,4.89,3.8448,0.0
20,2026-05-28T00:19:01.903121,frontend,49.44,5.2006,0.0
20,2026-05-28T00:19:01.903121,productcatalogservice,2.53,28.071,0.0
20,2026-05-28T00:19:01.903121,checkoutservice,24.25,0.1778,0.0
20,2026-05-28T00:19:01.903121,cartservice,4.78,5.0007,0.0
20,2026-05-28T00:19:01.903121,recommendationservice,4.87,3.5338,0.0
21,2026-05-28T00:19:31.990924,frontend,48.05,4.8896,0.0
21,2026-05-28T00:19:31.990924,productcatalogservice,2.92,27.4278,0.0
21,2026-05-28T00:19:31.990924,checkoutservice,24.25,0.1778,0.0
21,2026-05-28T00:19:31.990924,cartservice,4.79,4.7343,0.0
21,2026-05-28T00:19:31.990924,recommendationservice,4.82,3.6675,0.0
22,2026-05-28T00:20:02.120242,frontend,59.17,5.2895,0.0
22,2026-05-28T00:20:02.120242,productcatalogservice,2.93,29.0045,0.0
22,2026-05-28T00:20:02.120242,checkoutservice,24.25,0.2223,0.0
22,2026-05-28T00:20:02.120242,cartservice,4.82,5.2009,0.0
22,2026-05-28T00:20:02.120242,recommendationservice,4.94,3.7339,0.0
23,2026-05-28T00:20:32.159146,frontend,48.87,5.3116,0.0
23,2026-05-28T00:20:32.159146,productcatalogservice,2.46,30.1814,0.0
23,2026-05-28T00:20:32.159146,checkoutservice,24.25,0.1778,0.0
23,2026-05-28T00:20:32.159146,cartservice,4.81,5.1785,0.0
23,2026-05-28T00:20:32.159146,recommendationservice,4.89,3.756,0.0
24,2026-05-28T00:21:02.202560,frontend,93.12,4.5562,0.0
24,2026-05-28T00:21:02.202560,productcatalogservice,2.74,25.6046,0.0
24,2026-05-28T00:21:02.202560,checkoutservice,24.25,0.1334,0.0
24,2026-05-28T00:21:02.202560,cartservice,4.78,4.6008,0.0
24,2026-05-28T00:21:02.202560,recommendationservice,4.93,3.3562,0.0
25,2026-05-28T00:21:32.362739,frontend,49.9,4.9337,0.0
25,2026-05-28T00:21:32.362739,productcatalogservice,3.33,26.581,0.0
25,2026-05-28T00:21:32.362739,checkoutservice,24.25,0.1334,0.0
25,2026-05-28T00:21:32.362739,cartservice,4.83,4.7117,0.0
25,2026-05-28T00:21:32.362739,recommendationservice,4.97,3.6227,0.0
26,2026-05-28T00:22:02.419083,frontend,61.43,5.0673,0.0
26,2026-05-28T00:22:02.419083,productcatalogservice,2.49,24.8472,0.0
26,2026-05-28T00:22:02.419083,checkoutservice,24.25,0.0444,0.0
26,2026-05-28T00:22:02.419083,cartservice,4.81,4.6005,0.0
26,2026-05-28T00:22:02.419083,recommendationservice,4.83,3.1781,0.0
27,2026-05-28T00:22:32.482224,frontend,67.81,5.5116,0.0
27,2026-05-28T00:22:32.482224,productcatalogservice,3.04,29.2264,0.0
27,2026-05-28T00:22:32.482224,checkoutservice,43.75,0.2223,0.0
27,2026-05-28T00:22:32.482224,cartservice,4.82,5.3785,0.0
27,2026-05-28T00:22:32.482224,recommendationservice,6.05,4.0673,0.0
28,2026-05-28T00:23:02.548801,frontend,62.92,5.3557,0.0
28,2026-05-28T00:23:02.548801,productcatalogservice,2.94,31.4018,0.0
28,2026-05-28T00:23:02.548801,checkoutservice,24.25,0.1333,0.0
28,2026-05-28T00:23:02.548801,cartservice,4.82,5.378,0.0
28,2026-05-28T00:23:02.548801,recommendationservice,4.99,4.0224,0.0
29,2026-05-28T00:23:32.606814,frontend,49.3,5.2454,0.0
29,2026-05-28T00:23:32.606814,productcatalogservice,2.3,29.0728,0.0
29,2026-05-28T00:23:32.606814,checkoutservice,24.25,0.1778,0.0
29,2026-05-28T00:23:32.606814,cartservice,4.82,5.1788,0.0
29,2026-05-28T00:23:32.606814,recommendationservice,4.91,3.9786,0.0
30,2026-05-28T00:24:02.672208,frontend,46.79,5.2452,0.0
30,2026-05-28T00:24:02.672208,productcatalogservice,2.51,29.0078,0.0
30,2026-05-28T00:24:02.672208,checkoutservice,24.25,0.1334,0.0
30,2026-05-28T00:24:02.672208,cartservice,4.78,5.2012,0.0
30,2026-05-28T00:24:02.672208,recommendationservice,4.87,3.8677,0.0
31,2026-05-28T00:24:32.708919,frontend,47.45,5.2003,0.0
31,2026-05-28T00:24:32.708919,productcatalogservice,2.21,26.8916,0.0
31,2026-05-28T00:24:32.708919,checkoutservice,47.5,0.0889,0.0
31,2026-05-28T00:24:32.708919,cartservice,4.78,4.8893,0.0
31,2026-05-28T00:24:32.708919,recommendationservice,4.8,3.7114,0.0
32,2026-05-28T00:25:02.798571,frontend,46.61,5.5114,0.0
32,2026-05-28T00:25:02.798571,productcatalogservice,2.25,30.4909,0.0
32,2026-05-28T00:25:02.798571,checkoutservice,43.75,0.2667,0.0
32,2026-05-28T00:25:02.798571,cartservice,4.79,5.4671,0.0
32,2026-05-28T00:25:02.798571,recommendationservice,4.84,4.0447,0.0
33,2026-05-28T00:25:32.847295,frontend,54.17,5.2225,0.0
33,2026-05-28T00:25:32.847295,productcatalogservice,2.63,28.3134,0.0
33,2026-05-28T00:25:32.847295,checkoutservice,24.25,0.2445,0.0
33,2026-05-28T00:25:32.847295,cartservice,4.78,5.067,0.0
33,2026-05-28T00:25:32.847295,recommendationservice,4.85,3.8003,0.0
34,2026-05-28T00:26:02.889886,frontend,48.94,5.5561,0.0
34,2026-05-28T00:26:02.889886,productcatalogservice,2.23,29.5813,0.0
34,2026-05-28T00:26:02.889886,checkoutservice,24.25,0.3111,0.0
34,2026-05-28T00:26:02.889886,cartservice,4.8,5.4673,0.0
34,2026-05-28T00:26:02.889886,recommendationservice,4.87,3.8671,0.0
35,2026-05-28T00:37:23.148434,frontend,66.87,5.934,0.0
35,2026-05-28T00:37:23.148434,productcatalogservice,3.45,30.4933,0.0
35,2026-05-28T00:37:23.148434,checkoutservice,24.25,0.3556,0.0
35,2026-05-28T00:37:23.148434,cartservice,4.83,5.9786,0.0
35,2026-05-28T00:37:23.148434,recommendationservice,7.59,4.0895,0.0
36,2026-05-28T00:37:54.325776,frontend,48.77,2.2858,0.0
36,2026-05-28T00:37:54.325776,productcatalogservice,4.49,7.5942,0.0
36,2026-05-28T00:37:54.325776,checkoutservice,24.25,0.0695,0.0
36,2026-05-28T00:37:54.325776,cartservice,4.86,2.6759,0.0
36,2026-05-28T00:37:54.325776,recommendationservice,7.64,1.914,0.0
