cycle,timestamp,service,p95_ms,throughput_rps,cpu_cores
35,2026-05-27T14:30:18.631326,cartservice,4826.92,0.4444,0.0
35,2026-05-27T14:30:18.631326,recommendationservice,nan,0.0,0.0
36,2026-05-27T14:30:48.675606,frontend,4197.58,4.4892,0.0
36,2026-05-27T14:30:48.675606,productcatalogservice,4.63,2.8891,0.0
36,2026-05-27T14:30:48.675606,checkoutservice,4875.0,0.1333,0.0
36,2026-05-27T14:30:48.675606,cartservice,4850.0,0.4222,0.0
36,2026-05-27T14:30:48.675606,recommendationservice,nan,0.0,0.0
37,2026-05-27T14:31:18.734886,frontend,4257.35,4.5781,0.0
37,2026-05-27T14:31:18.734886,productcatalogservice,4.64,2.778,0.0
37,2026-05-27T14:31:18.734886,checkoutservice,4875.0,0.2222,0.0
37,2026-05-27T14:31:18.734886,cartservice,4843.75,0.4445,0.0
37,2026-05-27T14:31:18.734886,recommendationservice,nan,0.0,0.0
38,2026-05-27T14:31:48.798502,frontend,2812.5,5.3557,0.0
38,2026-05-27T14:31:48.798502,productcatalogservice,4.65,3.6001,0.0
38,2026-05-27T14:31:48.798502,checkoutservice,4687.5,0.2222,0.0
38,2026-05-27T14:31:48.798502,cartservice,4535.72,0.5778,0.0
38,2026-05-27T14:31:48.798502,recommendationservice,nan,0.0,0.0
39,2026-05-27T14:32:18.869133,frontend,93.09,4.8225,0.0
39,2026-05-27T14:32:18.869133,productcatalogservice,4.67,3.1113,0.0
39,2026-05-27T14:32:18.869133,checkoutservice,87.5,0.2222,0.0
39,2026-05-27T14:32:18.869133,cartservice,4.94,0.6222,0.0
39,2026-05-27T14:32:18.869133,recommendationservice,nan,0.0,0.0
40,2026-05-27T14:32:48.917489,frontend,93.72,4.4891,0.0
40,2026-05-27T14:32:48.917489,productcatalogservice,4.66,2.8001,0.0
40,2026-05-27T14:32:48.917489,checkoutservice,4.8,0.0444,0.0
40,2026-05-27T14:32:48.917489,cartservice,4.8,0.2667,0.0
40,2026-05-27T14:32:48.917489,recommendationservice,nan,0.0,0.0
41,2026-05-27T14:32:49.092512,frontend,93.72,4.4891,0.0
41,2026-05-27T14:32:49.092512,productcatalogservice,4.66,2.8001,0.0
41,2026-05-27T14:32:49.092512,checkoutservice,4.8,0.0444,0.0
41,2026-05-27T14:32:49.092512,cartservice,4.8,0.2667,0.0
41,2026-05-27T14:32:49.092512,recommendationservice,nan,0.0,0.0
42,2026-05-27T14:33:19.133057,frontend,4028.85,4.2891,0.0
42,2026-05-27T14:33:19.133057,productcatalogservice,3693.14,2.5335,0.0
42,2026-05-27T14:33:19.133057,checkoutservice,nan,0.0222,0.0
42,2026-05-27T14:33:19.133057,cartservice,4.8,0.4,0.0
42,2026-05-27T14:33:19.133057,recommendationservice,nan,0.0,0.0
43,2026-05-27T14:33:49.497092,frontend,4814.61,2.9335,0.0
43,2026-05-27T14:33:49.497092,productcatalogservice,4719.51,2.0223,0.0
43,2026-05-27T14:33:49.497092,checkoutservice,9.37,0.1333,0.0
43,2026-05-27T14:33:49.497092,cartservice,4.8,0.3111,0.0
43,2026-05-27T14:33:49.497092,recommendationservice,nan,0.0,0.0
44,2026-05-27T14:34:19.837667,frontend,4815.53,3.4002,0.0
44,2026-05-27T14:34:19.837667,productcatalogservice,4725.0,2.2002,0.0
44,2026-05-27T14:34:19.837667,checkoutservice,20.5,0.1111,0.0
44,2026-05-27T14:34:19.837667,cartservice,8.92,0.2667,0.0
44,2026-05-27T14:34:19.837667,recommendationservice,nan,0.0,0.0
45,2026-05-27T14:34:50.135351,frontend,4790.79,3.6002,0.0
45,2026-05-27T14:34:50.135351,productcatalogservice,4698.71,2.1112,0.0
45,2026-05-27T14:34:50.135351,checkoutservice,23.5,0.0444,0.0
