cycle,timestamp,service,p95_ms,throughput_rps,cpu_cores
1,2026-05-27T22:21:42.829262,frontend,54.44,5.4226,0.0
1,2026-05-27T22:21:42.829262,productcatalogservice,3.69,30.0035,0.0
1,2026-05-27T22:21:42.829262,checkoutservice,24.25,0.2667,0.0
1,2026-05-27T22:21:42.829262,cartservice,4.78,5.4004,0.0
1,2026-05-27T22:21:42.829262,recommendationservice,7.23,4.067,0.0
2,2026-05-27T22:22:12.896004,frontend,48.77,5.8225,0.0
2,2026-05-27T22:22:12.896004,productcatalogservice,3.52,31.4167,0.0
2,2026-05-27T22:22:12.896004,checkoutservice,24.25,0.2222,0.0
2,2026-05-27T22:22:12.896004,cartservice,4.82,5.4891,0.0
2,2026-05-27T22:22:12.896004,recommendationservice,7.62,4.2448,0.0
3,2026-05-27T22:22:42.970237,frontend,75.28,5.1337,0.0
3,2026-05-27T22:22:42.970237,productcatalogservice,3.82,25.8909,0.0
3,2026-05-27T22:22:42.970237,checkoutservice,24.25,0.1556,0.0
3,2026-05-27T22:22:42.970237,cartservice,4.85,4.7559,0.0
3,2026-05-27T22:22:42.970237,recommendationservice,7.42,3.4226,0.0
4,2026-05-27T22:23:13.015617,frontend,49.39,5.4225,0.0
4,2026-05-27T22:23:13.015617,productcatalogservice,3.52,28.6017,0.0
4,2026-05-27T22:23:13.015617,checkoutservice,42.5,0.2222,0.0
4,2026-05-27T22:23:13.015617,cartservice,4.79,5.3114,0.0
4,2026-05-27T22:23:13.015617,recommendationservice,6.14,3.7336,0.0
5,2026-05-27T22:23:43.064480,frontend,49.53,5.7117,0.0
5,2026-05-27T22:23:43.064480,productcatalogservice,3.85,31.3806,0.0
5,2026-05-27T22:23:43.064480,checkoutservice,24.25,0.1333,0.0
5,2026-05-27T22:23:43.064480,cartservice,4.8,5.445,0.0
5,2026-05-27T22:23:43.064480,recommendationservice,9.24,3.9339,0.0
6,2026-05-27T22:24:13.122024,frontend,71.5,5.4891,0.0
6,2026-05-27T22:24:13.122024,productcatalogservice,3.44,29.5573,0.0
6,2026-05-27T22:24:13.122024,checkoutservice,24.25,0.1778,0.0
6,2026-05-27T22:24:13.122024,cartservice,4.85,5.1113,0.0
6,2026-05-27T22:24:13.122024,recommendationservice,8.29,3.8003,0.0
7,2026-05-27T22:24:43.192335,frontend,48.28,5.5336,0.0
7,2026-05-27T22:24:43.192335,productcatalogservice,3.24,30.0681,0.0
7,2026-05-27T22:24:43.192335,checkoutservice,41.25,0.3556,0.0
7,2026-05-27T22:24:43.192335,cartservice,4.83,5.378,0.0
7,2026-05-27T22:24:43.192335,recommendationservice,6.98,3.9114,0.0
8,2026-05-27T22:25:13.247651,frontend,47.66,5.4449,0.0
8,2026-05-27T22:25:13.247651,productcatalogservice,3.09,28.6026,0.0
8,2026-05-27T22:25:13.247651,checkoutservice,43.75,0.2667,0.0
8,2026-05-27T22:25:13.247651,cartservice,4.78,5.356,0.0
8,2026-05-27T22:25:13.247651,recommendationservice,4.98,3.8671,0.0
9,2026-05-27T22:25:43.318687,frontend,58.13,5.5115,0.0
9,2026-05-27T22:25:43.318687,productcatalogservice,3.07,27.6025,0.0
9,2026-05-27T22:25:43.318687,checkoutservice,24.25,0.1778,0.0
9,2026-05-27T22:25:43.318687,cartservice,4.79,5.0671,0.0
9,2026-05-27T22:25:43.318687,recommendationservice,4.98,3.556,0.0
10,2026-05-27T22:26:13.360642,frontend,119.82,5.4225,0.0
10,2026-05-27T22:26:13.360642,productcatalogservice,3.16,27.8241,0.0
10,2026-05-27T22:26:13.360642,checkoutservice,24.25,0.2667,0.0
10,2026-05-27T22:26:13.360642,cartservice,4.78,5.3559,0.0
10,2026-05-27T22:26:13.360642,recommendationservice,4.92,3.667,0.0
11,2026-05-27T22:26:43.437274,frontend,69.17,5.4448,0.0
11,2026-05-27T22:26:43.437274,productcatalogservice,3.0,32.4246,0.0
11,2026-05-27T22:26:43.437274,checkoutservice,24.25,0.1778,0.0
11,2026-05-27T22:26:43.437274,cartservice,4.82,5.4226,0.0
11,2026-05-27T22:26:43.437274,recommendationservice,4.97,4.1338,0.0
12,2026-05-27T22:27:13.503960,frontend,69.17,5.3113,0.0
12,2026-05-27T22:27:13.503960,productcatalogservice,3.35,28.2462,0.0
12,2026-05-27T22:27:13.503960,checkoutservice,45.0,0.1778,0.0
12,2026-05-27T22:27:13.503960,cartservice,4.92,4.9337,0.0
12,2026-05-27T22:27:13.503960,recommendationservice,5.87,3.7114,0.0
13,2026-05-27T22:27:43.562769,frontend,49.1,5.1781,0.0
13,2026-05-27T22:27:43.562769,productcatalogservice,3.19,27.4682,0.0
13,2026-05-27T22:27:43.562769,checkoutservice,24.25,0.0444,0.0
13,2026-05-27T22:27:43.562769,cartservice,4.83,4.8224,0.0
13,2026-05-27T22:27:43.562769,recommendationservice,5.85,3.6892,0.0
14,2026-05-27T22:28:13.612873,frontend,49.64,5.5559,0.0
14,2026-05-27T22:28:13.612873,productcatalogservice,3.51,30.0243,0.0
14,2026-05-27T22:28:13.612873,checkoutservice,42.5,0.0889,0.0
14,2026-05-27T22:28:13.612873,cartservice,4.84,5.0448,0.0
14,2026-05-27T22:28:13.612873,recommendationservice,6.66,3.6225,0.0
15,2026-05-27T22:28:43.759353,frontend,48.32,4.8894,0.0
15,2026-05-27T22:28:43.759353,productcatalogservice,3.35,26.2016,0.0
15,2026-05-27T22:28:43.759353,checkoutservice,24.25,0.1333,0.0
15,2026-05-27T22:28:43.759353,cartservice,4.81,4.4891,0.0
15,2026-05-27T22:28:43.759353,recommendationservice,5.69,3.4448,0.0
16,2026-05-27T22:29:13.899476,frontend,49.56,5.0671,0.0
16,2026-05-27T22:29:13.899476,productcatalogservice,2.54,27.3349,0.0
16,2026-05-27T22:29:13.899476,checkoutservice,24.25,0.1778,0.0
16,2026-05-27T22:29:13.899476,cartservice,4.86,4.8225,0.0
16,2026-05-27T22:29:13.899476,recommendationservice,4.9,3.4003,0.0
17,2026-05-27T22:29:43.969338,frontend,124.81,4.756,0.0
17,2026-05-27T22:29:43.969338,productcatalogservice,3.23,24.1792,0.0
17,2026-05-27T22:29:43.969338,checkoutservice,24.25,0.0889,0.0
17,2026-05-27T22:29:43.969338,cartservice,4.85,4.2669,0.0
17,2026-05-27T22:29:43.969338,recommendationservice,6.32,3.3114,0.0
18,2026-05-27T22:30:14.011116,frontend,59.29,5.7782,0.0
18,2026-05-27T22:30:14.011116,productcatalogservice,2.91,28.7797,0.0
18,2026-05-27T22:30:14.011116,checkoutservice,24.25,0.3778,0.0
18,2026-05-27T22:30:14.011116,cartservice,4.78,5.5114,0.0
18,2026-05-27T22:30:14.011116,recommendationservice,4.92,3.8225,0.0
19,2026-05-27T22:30:44.071347,frontend,49.24,5.7338,0.0
19,2026-05-27T22:30:44.071347,productcatalogservice,2.73,32.4238,0.0
19,2026-05-27T22:30:44.071347,checkoutservice,24.25,0.3111,0.0
19,2026-05-27T22:30:44.071347,cartservice,4.81,5.9781,0.0
19,2026-05-27T22:30:44.071347,recommendationservice,4.93,4.2225,0.0
20,2026-05-27T22:31:14.142411,frontend,48.65,6.2894,0.0
20,2026-05-27T22:31:14.142411,productcatalogservice,2.37,35.0021,0.0
20,2026-05-27T22:31:14.142411,checkoutservice,24.25,0.3556,0.0
20,2026-05-27T22:31:14.142411,cartservice,4.82,6.4004,0.0
20,2026-05-27T22:31:14.142411,recommendationservice,4.86,4.5338,0.0
21,2026-05-27T22:31:44.302917,frontend,43.9,5.3783,0.0
21,2026-05-27T22:31:44.302917,productcatalogservice,2.64,29.5798,0.0
21,2026-05-27T22:31:44.302917,checkoutservice,24.25,0.1778,0.0
21,2026-05-27T22:31:44.302917,cartservice,4.78,5.2671,0.0
21,2026-05-27T22:31:44.302917,recommendationservice,4.86,3.8448,0.0
22,2026-05-27T22:32:14.367132,frontend,68.13,4.7114,0.0
22,2026-05-27T22:32:14.367132,productcatalogservice,3.08,26.2902,0.0
22,2026-05-27T22:32:14.367132,checkoutservice,24.25,0.1333,0.0
22,2026-05-27T22:32:14.367132,cartservice,4.82,4.578,0.0
22,2026-05-27T22:32:14.367132,recommendationservice,4.92,3.6003,0.0
23,2026-05-27T22:32:44.636395,frontend,47.07,5.3561,0.0
23,2026-05-27T22:32:44.636395,productcatalogservice,2.88,30.0683,0.0
23,2026-05-27T22:32:44.636395,checkoutservice,24.25,0.3111,0.0
23,2026-05-27T22:32:44.636395,cartservice,4.82,5.4891,0.0
23,2026-05-27T22:32:44.636395,recommendationservice,4.86,3.956,0.0
24,2026-05-27T22:33:14.686822,frontend,48.21,5.6007,0.0
24,2026-05-27T22:33:14.686822,productcatalogservice,2.69,31.782,0.0
24,2026-05-27T22:33:14.686822,checkoutservice,24.25,0.4001,0.0
24,2026-05-27T22:33:14.686822,cartservice,4.8,5.6674,0.0
24,2026-05-27T22:33:14.686822,recommendationservice,4.8,4.0005,0.0
25,2026-05-27T22:33:44.857402,frontend,64.37,5.3332,0.0
25,2026-05-27T22:33:44.857402,productcatalogservice,2.33,28.0216,0.0
25,2026-05-27T22:33:44.857402,checkoutservice,24.25,0.1778,0.0
25,2026-05-27T22:33:44.857402,cartservice,4.79,5.1777,0.0
25,2026-05-27T22:33:44.857402,recommendationservice,4.82,3.6666,0.0
26,2026-05-27T22:34:14.913923,frontend,73.75,4.5556,0.0
26,2026-05-27T22:34:14.913923,productcatalogservice,2.54,23.9337,0.0
26,2026-05-27T22:34:14.913923,checkoutservice,24.25,0.0889,0.0
26,2026-05-27T22:34:14.913923,cartservice,4.79,4.3556,0.0
26,2026-05-27T22:34:14.913923,recommendationservice,4.91,3.2667,0.0
27,2026-05-27T22:34:45.014800,frontend,46.45,4.8669,0.0
27,2026-05-27T22:34:45.014800,productcatalogservice,2.3,26.6669,0.0
27,2026-05-27T22:34:45.014800,checkoutservice,24.25,0.0889,0.0
27,2026-05-27T22:34:45.014800,cartservice,4.78,4.6001,0.0
27,2026-05-27T22:34:45.014800,recommendationservice,4.92,3.7113,0.0
28,2026-05-27T22:35:15.071290,frontend,48.66,5.3117,0.0
28,2026-05-27T22:35:15.071290,productcatalogservice,3.51,27.914,0.0
28,2026-05-27T22:35:15.071290,checkoutservice,24.25,0.1778,0.0
28,2026-05-27T22:35:15.071290,cartservice,4.78,5.0893,0.0
28,2026-05-27T22:35:15.071290,recommendationservice,6.56,3.6671,0.0
29,2026-05-27T22:35:45.274686,frontend,49.69,5.7559,0.0
29,2026-05-27T22:35:45.274686,productcatalogservice,3.5,30.4682,0.0
29,2026-05-27T22:35:45.274686,checkoutservice,24.25,0.2,0.0
29,2026-05-27T22:35:45.274686,cartservice,4.78,5.3559,0.0
29,2026-05-27T22:35:45.274686,recommendationservice,6.27,4.0003,0.0
30,2026-05-27T22:36:15.324923,frontend,60.83,5.2449,0.0
30,2026-05-27T22:36:15.324923,productcatalogservice,2.74,27.8903,0.0
30,2026-05-27T22:36:15.324923,checkoutservice,24.25,0.0889,0.0
30,2026-05-27T22:36:15.324923,cartservice,4.78,4.8224,0.0
30,2026-05-27T22:36:15.324923,recommendationservice,4.89,3.6003,0.0
31,2026-05-27T22:36:45.377472,frontend,72.0,5.1337,0.0
31,2026-05-27T22:36:45.377472,productcatalogservice,2.93,27.913,0.0
31,2026-05-27T22:36:45.377472,checkoutservice,45.0,0.1778,0.0
31,2026-05-27T22:36:45.377472,cartservice,4.8,4.8225,0.0
31,2026-05-27T22:36:45.377472,recommendationservice,4.95,3.4892,0.0
32,2026-05-27T22:37:15.462346,frontend,75.0,5.0671,0.0
32,2026-05-27T22:37:15.462346,productcatalogservice,2.79,27.6686,0.0
32,2026-05-27T22:37:15.462346,checkoutservice,43.75,0.1778,0.0
32,2026-05-27T22:37:15.462346,cartservice,4.78,4.9114,0.0
32,2026-05-27T22:37:15.462346,recommendationservice,4.82,3.5559,0.0
33,2026-05-27T22:37:45.547970,frontend,45.72,4.9782,0.0
33,2026-05-27T22:37:45.547970,productcatalogservice,2.77,30.5577,0.0
33,2026-05-27T22:37:45.547970,checkoutservice,43.75,0.1778,0.0
33,2026-05-27T22:37:45.547970,cartservice,4.8,5.0892,0.0
33,2026-05-27T22:37:45.547970,recommendationservice,4.89,4.1115,0.0
34,2026-05-27T22:38:15.684634,frontend,43.75,5.7338,0.0
34,2026-05-27T22:38:15.684634,productcatalogservice,2.4,34.1353,0.0
34,2026-05-27T22:38:15.684634,checkoutservice,43.12,0.2222,0.0
34,2026-05-27T22:38:15.684634,cartservice,4.79,5.7782,0.0
34,2026-05-27T22:38:15.684634,recommendationservice,4.82,4.4448,0.0
35,2026-05-27T22:38:45.896026,frontend,45.43,5.4449,0.0
35,2026-05-27T22:38:45.896026,productcatalogservice,2.92,32.9578,0.0
35,2026-05-27T22:38:45.896026,checkoutservice,41.25,0.2667,0.0
35,2026-05-27T22:38:45.896026,cartservice,4.78,5.5559,0.0
