cycle,timestamp,phase,service,p95_ms,throughput_rps,cpu_cores,replicas
65,2026-05-29T02:41:58.864196,RECOVERY,frontend,47.17,5.8224,0.0,5
65,2026-05-29T02:41:58.864196,RECOVERY,productcatalogservice,3.02,32.779,0.0,5
65,2026-05-29T02:41:58.864196,RECOVERY,checkoutservice,84.44,0.1556,0.0,5
65,2026-05-29T02:41:58.864196,RECOVERY,cartservice,4.79,5.5557,0.0,1
65,2026-05-29T02:41:58.864196,RECOVERY,recommendationservice,4.9,4.3779,0.0,5
20,2026-05-29T02:42:03.863933,BASELINE,frontend,47.13,5.7781,0.0,5
20,2026-05-29T02:42:03.863933,BASELINE,productcatalogservice,2.97,32.8735,0.0,5
20,2026-05-29T02:42:03.863933,BASELINE,checkoutservice,85.65,0.1779,0.0,5
20,2026-05-29T02:42:03.863933,BASELINE,cartservice,4.79,5.4894,0.0,1
20,2026-05-29T02:42:03.863933,BASELINE,recommendationservice,4.88,4.2669,0.0,5
53,2026-05-29T02:42:05.699100,FAULT_INJECTION,frontend,47.25,5.6225,0.0,5
53,2026-05-29T02:42:05.699100,FAULT_INJECTION,productcatalogservice,2.9,32.5484,0.0,5
53,2026-05-29T02:42:05.699100,FAULT_INJECTION,checkoutservice,86.88,0.1566,0.0,5
53,2026-05-29T02:42:05.699100,FAULT_INJECTION,cartservice,4.79,5.4914,0.0,1
53,2026-05-29T02:42:05.699100,FAULT_INJECTION,recommendationservice,4.88,4.2669,0.0,5
66,2026-05-29T02:42:30.235208,RECOVERY,frontend,49.09,5.2003,0.0,5
66,2026-05-29T02:42:30.235208,RECOVERY,productcatalogservice,3.67,30.401,0.0,5
66,2026-05-29T02:42:30.235208,RECOVERY,checkoutservice,46.12,0.2,0.0,5
66,2026-05-29T02:42:30.235208,RECOVERY,cartservice,4.81,5.3336,0.0,1
66,2026-05-29T02:42:30.235208,RECOVERY,recommendationservice,6.48,3.8891,0.0,5
21,2026-05-29T02:42:35.361522,BASELINE,frontend,49.04,5.2227,0.0,5
21,2026-05-29T02:42:35.361522,BASELINE,productcatalogservice,3.67,29.4295,0.0,5
21,2026-05-29T02:42:35.361522,BASELINE,checkoutservice,48.16,0.2,0.0,5
21,2026-05-29T02:42:35.361522,BASELINE,cartservice,4.81,5.2003,0.0,1
21,2026-05-29T02:42:35.361522,BASELINE,recommendationservice,5.86,3.7336,0.0,5
54,2026-05-29T02:42:37.008516,FAULT_INJECTION,frontend,49.04,5.2227,0.0,5
54,2026-05-29T02:42:37.008516,FAULT_INJECTION,productcatalogservice,3.76,27.7686,0.0,5
54,2026-05-29T02:42:37.008516,FAULT_INJECTION,checkoutservice,47.99,0.2,0.0,5
54,2026-05-29T02:42:37.008516,FAULT_INJECTION,cartservice,4.81,5.2003,0.0,1
54,2026-05-29T02:42:37.008516,FAULT_INJECTION,recommendationservice,5.86,3.7336,0.0,5
67,2026-05-29T02:43:01.423406,RECOVERY,frontend,47.7,4.7781,0.0,5
67,2026-05-29T02:43:01.423406,RECOVERY,productcatalogservice,3.59,27.3796,0.0,5
67,2026-05-29T02:43:01.423406,RECOVERY,checkoutservice,46.25,0.1333,0.0,5
67,2026-05-29T02:43:01.423406,RECOVERY,cartservice,4.8,5.0003,0.0,1
67,2026-05-29T02:43:01.423406,RECOVERY,recommendationservice,4.97,3.778,0.0,5
22,2026-05-29T02:43:06.568984,BASELINE,frontend,45.48,5.2227,0.0,5
22,2026-05-29T02:43:06.568984,BASELINE,productcatalogservice,3.44,27.8249,0.0,5
22,2026-05-29T02:43:06.568984,BASELINE,checkoutservice,47.5,0.0444,0.0,5
22,2026-05-29T02:43:06.568984,BASELINE,cartservice,4.8,5.0225,0.0,1
22,2026-05-29T02:43:06.568984,BASELINE,recommendationservice,4.92,3.7337,0.0,5
55,2026-05-29T02:43:08.188032,FAULT_INJECTION,frontend,45.65,5.2005,0.0,5
55,2026-05-29T02:43:08.188032,FAULT_INJECTION,productcatalogservice,3.44,27.6028,0.0,5
55,2026-05-29T02:43:08.188032,FAULT_INJECTION,checkoutservice,47.5,0.0444,0.0,5
55,2026-05-29T02:43:08.188032,FAULT_INJECTION,cartservice,4.8,5.0003,0.0,1
55,2026-05-29T02:43:08.188032,FAULT_INJECTION,recommendationservice,4.94,3.6892,0.0,5
68,2026-05-29T02:43:32.610556,RECOVERY,frontend,46.64,4.8448,0.0,5
68,2026-05-29T02:43:32.610556,RECOVERY,productcatalogservice,3.52,27.1345,0.0,5
68,2026-05-29T02:43:32.610556,RECOVERY,checkoutservice,nan,0.0222,0.0,5
68,2026-05-29T02:43:32.610556,RECOVERY,cartservice,4.86,4.6001,0.0,1
68,2026-05-29T02:43:32.610556,RECOVERY,recommendationservice,7.02,3.6669,0.0,5
23,2026-05-29T02:43:37.843481,BASELINE,frontend,46.94,4.9115,0.0,5
23,2026-05-29T02:43:37.843481,BASELINE,productcatalogservice,3.57,27.4019,0.0,5
23,2026-05-29T02:43:37.843481,BASELINE,checkoutservice,48.44,0.1556,0.0,5
23,2026-05-29T02:43:37.843481,BASELINE,cartservice,4.86,4.578,0.0,1
23,2026-05-29T02:43:37.843481,BASELINE,recommendationservice,7.03,3.6225,0.0,5
56,2026-05-29T02:43:39.420725,FAULT_INJECTION,frontend,46.94,4.9115,0.0,5
56,2026-05-29T02:43:39.420725,FAULT_INJECTION,productcatalogservice,3.57,27.4019,0.0,5
56,2026-05-29T02:43:39.420725,FAULT_INJECTION,checkoutservice,48.44,0.1556,0.0,5
56,2026-05-29T02:43:39.420725,FAULT_INJECTION,cartservice,4.86,4.578,0.0,1
56,2026-05-29T02:43:39.420725,FAULT_INJECTION,recommendationservice,7.03,3.6225,0.0,5
69,2026-05-29T02:44:03.836549,RECOVERY,frontend,48.14,5.3338,0.0,5
69,2026-05-29T02:44:03.836549,RECOVERY,productcatalogservice,3.68,29.2237,0.0,5
69,2026-05-29T02:44:03.836549,RECOVERY,checkoutservice,47.36,0.2445,0.0,5
69,2026-05-29T02:44:03.836549,RECOVERY,cartservice,4.85,5.1336,0.0,1
69,2026-05-29T02:44:03.836549,RECOVERY,recommendationservice,6.11,3.867,0.0,5
24,2026-05-29T02:44:09.066100,BASELINE,frontend,48.88,5.4228,0.0,5
24,2026-05-29T02:44:09.066100,BASELINE,productcatalogservice,3.51,30.1141,0.0,5
24,2026-05-29T02:44:09.066100,BASELINE,checkoutservice,47.31,0.2445,0.0,5
24,2026-05-29T02:44:09.066100,BASELINE,cartservice,4.81,5.2003,0.0,1
24,2026-05-29T02:44:09.066100,BASELINE,recommendationservice,6.46,3.867,0.0,5
57,2026-05-29T02:44:10.645847,FAULT_INJECTION,frontend,48.88,5.4228,0.0,5
57,2026-05-29T02:44:10.645847,FAULT_INJECTION,productcatalogservice,3.51,30.1141,0.0,5
57,2026-05-29T02:44:10.645847,FAULT_INJECTION,checkoutservice,47.3,0.2445,0.0,5
57,2026-05-29T02:44:10.645847,FAULT_INJECTION,cartservice,4.81,5.2003,0.0,1
57,2026-05-29T02:44:10.645847,FAULT_INJECTION,recommendationservice,6.93,3.9115,0.0,5
70,2026-05-29T02:44:35.070725,RECOVERY,frontend,49.98,4.9338,0.0,5
70,2026-05-29T02:44:35.070725,RECOVERY,productcatalogservice,3.65,28.2907,0.0,5
70,2026-05-29T02:44:35.070725,RECOVERY,checkoutservice,24.71,0.1111,0.0,5
70,2026-05-29T02:44:35.070725,RECOVERY,cartservice,4.8,4.7558,0.0,1
70,2026-05-29T02:44:35.070725,RECOVERY,recommendationservice,7.72,3.6225,0.0,5
25,2026-05-29T02:44:40.301509,BASELINE,frontend,60.63,4.9116,0.0,5
25,2026-05-29T02:44:40.301509,BASELINE,productcatalogservice,3.78,26.8692,0.0,5
25,2026-05-29T02:44:40.301509,BASELINE,checkoutservice,46.43,0.1333,0.0,5
25,2026-05-29T02:44:40.301509,BASELINE,cartservice,4.8,4.6892,0.0,1
25,2026-05-29T02:44:40.301509,BASELINE,recommendationservice,7.78,3.5114,0.0,5
58,2026-05-29T02:44:41.812881,FAULT_INJECTION,frontend,70.0,5.045,0.0,5
58,2026-05-29T02:44:41.812881,FAULT_INJECTION,productcatalogservice,3.86,27.5806,0.0,5
58,2026-05-29T02:44:41.812881,FAULT_INJECTION,checkoutservice,197.5,0.1556,0.0,5
58,2026-05-29T02:44:41.812881,FAULT_INJECTION,cartservice,4.8,4.8672,0.0,1
58,2026-05-29T02:44:41.812881,FAULT_INJECTION,recommendationservice,8.2,3.6003,0.0,5
26,2026-05-29T02:45:11.589401,BASELINE,frontend,47.97,5.6671,0.0,5
26,2026-05-29T02:45:11.589401,BASELINE,productcatalogservice,4.01,28.1425,0.0,5
26,2026-05-29T02:45:11.589401,BASELINE,checkoutservice,212.13,0.2035,0.0,5
26,2026-05-29T02:45:11.589401,BASELINE,cartservice,4.83,5.3853,0.0,1
26,2026-05-29T02:45:11.589401,BASELINE,recommendationservice,8.4,3.6892,0.0,5
59,2026-05-29T02:45:13.154019,FAULT_INJECTION,frontend,47.97,5.6671,0.0,5
59,2026-05-29T02:45:13.154019,FAULT_INJECTION,productcatalogservice,4.01,28.1886,0.0,5
59,2026-05-29T02:45:13.154019,FAULT_INJECTION,checkoutservice,212.69,0.2046,0.0,5
59,2026-05-29T02:45:13.154019,FAULT_INJECTION,cartservice,4.83,5.3875,0.0,1
59,2026-05-29T02:45:13.154019,FAULT_INJECTION,recommendationservice,8.34,3.7336,0.0,5
27,2026-05-29T02:45:43.313535,BASELINE,frontend,47.26,6.0894,0.0,5
27,2026-05-29T02:45:43.313535,BASELINE,productcatalogservice,3.93,30.0699,0.0,5
27,2026-05-29T02:45:43.313535,BASELINE,checkoutservice,45.63,0.1333,0.0,5
27,2026-05-29T02:45:43.313535,BASELINE,cartservice,4.83,5.6005,0.0,1
27,2026-05-29T02:45:43.313535,BASELINE,recommendationservice,8.28,4.0893,0.0,5
60,2026-05-29T02:45:44.884116,FAULT_INJECTION,frontend,47.26,6.0894,0.0,5
60,2026-05-29T02:45:44.884116,FAULT_INJECTION,productcatalogservice,3.93,30.0699,0.0,5
60,2026-05-29T02:45:44.884116,FAULT_INJECTION,checkoutservice,45.63,0.1333,0.0,5
60,2026-05-29T02:45:44.884116,FAULT_INJECTION,cartservice,4.83,5.6005,0.0,1
60,2026-05-29T02:45:44.884116,FAULT_INJECTION,recommendationservice,8.4,3.9559,0.0,5
61,2026-05-29T02:45:46.411303,RECOVERY,frontend,48.42,5.9116,0.0,5
61,2026-05-29T02:45:46.411303,RECOVERY,productcatalogservice,3.93,29.9365,0.0,5
61,2026-05-29T02:45:46.411303,RECOVERY,checkoutservice,45.63,0.1333,0.0,5
61,2026-05-29T02:45:46.411303,RECOVERY,cartservice,4.83,5.6005,0.0,1
61,2026-05-29T02:45:46.411303,RECOVERY,recommendationservice,8.4,3.9559,0.0,5
28,2026-05-29T02:46:14.774051,BASELINE,frontend,62.08,5.9784,0.0,1
28,2026-05-29T02:46:14.774051,BASELINE,productcatalogservice,4.39,32.1585,0.0,1
28,2026-05-29T02:46:14.774051,BASELINE,checkoutservice,48.12,0.1556,0.0,1
28,2026-05-29T02:46:14.774051,BASELINE,cartservice,4.88,5.5783,0.0,1
28,2026-05-29T02:46:14.774051,BASELINE,recommendationservice,9.29,4.2226,0.0,1
62,2026-05-29T02:46:17.919031,RECOVERY,frontend,74.55,5.7338,0.0,1
62,2026-05-29T02:46:17.919031,RECOVERY,productcatalogservice,4.42,32.2528,0.0,1
62,2026-05-29T02:46:17.919031,RECOVERY,checkoutservice,48.33,0.1164,0.0,1
62,2026-05-29T02:46:17.919031,RECOVERY,cartservice,4.88,5.4999,0.0,1
62,2026-05-29T02:46:17.919031,RECOVERY,recommendationservice,9.3,4.267,0.0,1
29,2026-05-29T02:46:46.272288,BASELINE,frontend,82.57,5.9752,0.0,1
29,2026-05-29T02:46:46.272288,BASELINE,productcatalogservice,4.5,32.6948,0.0,1
29,2026-05-29T02:46:46.272288,BASELINE,checkoutservice,48.5,0.2667,0.0,1
29,2026-05-29T02:46:46.272288,BASELINE,cartservice,4.96,5.4986,0.0,1
29,2026-05-29T02:46:46.272288,BASELINE,recommendationservice,9.3,4.6271,0.0,1
63,2026-05-29T02:46:49.333982,RECOVERY,frontend,82.8,5.5786,0.0,1
63,2026-05-29T02:46:49.333982,RECOVERY,productcatalogservice,4.47,31.0538,0.0,1
63,2026-05-29T02:46:49.333982,RECOVERY,checkoutservice,48.5,0.2667,0.0,1
63,2026-05-29T02:46:49.333982,RECOVERY,cartservice,4.97,5.2323,0.0,1
63,2026-05-29T02:46:49.333982,RECOVERY,recommendationservice,9.35,4.1369,0.0,1
30,2026-05-29T02:47:17.761495,BASELINE,frontend,69.86,6.0671,0.0,1
30,2026-05-29T02:47:17.761495,BASELINE,productcatalogservice,4.5,35.559,0.0,1
30,2026-05-29T02:47:17.761495,BASELINE,checkoutservice,48.25,0.3111,0.0,1
30,2026-05-29T02:47:17.761495,BASELINE,cartservice,4.99,6.3117,0.0,1
30,2026-05-29T02:47:17.761495,BASELINE,recommendationservice,9.38,4.8003,0.0,1
64,2026-05-29T02:47:20.785286,RECOVERY,frontend,69.86,6.0671,0.0,1
64,2026-05-29T02:47:20.785286,RECOVERY,productcatalogservice,4.5,35.559,0.0,1
64,2026-05-29T02:47:20.785286,RECOVERY,checkoutservice,48.25,0.3111,0.0,1
64,2026-05-29T02:47:20.785286,RECOVERY,cartservice,4.99,6.3117,0.0,1
64,2026-05-29T02:47:20.785286,RECOVERY,recommendationservice,9.38,4.8003,0.0,1
31,2026-05-29T02:47:49.128610,BASELINE,frontend,51.67,5.3337,0.0,1
31,2026-05-29T02:47:49.128610,BASELINE,productcatalogservice,4.42,31.2249,0.0,1
31,2026-05-29T02:47:49.128610,BASELINE,checkoutservice,48.75,0.1333,0.0,1
31,2026-05-29T02:47:49.128610,BASELINE,cartservice,4.9,5.2672,0.0,1
31,2026-05-29T02:47:49.128610,BASELINE,recommendationservice,8.73,4.0003,0.0,1
65,2026-05-29T02:47:52.234601,RECOVERY,frontend,51.67,5.3337,0.0,1
65,2026-05-29T02:47:52.234601,RECOVERY,productcatalogservice,4.41,29.4019,0.0,1
65,2026-05-29T02:47:52.234601,RECOVERY,checkoutservice,48.75,0.1333,0.0,1
65,2026-05-29T02:47:52.234601,RECOVERY,cartservice,4.9,5.2672,0.0,1
65,2026-05-29T02:47:52.234601,RECOVERY,recommendationservice,8.73,4.0003,0.0,1
32,2026-05-29T02:48:20.456361,BASELINE,frontend,71.62,4.8671,0.0,1
32,2026-05-29T02:48:20.456361,BASELINE,productcatalogservice,4.45,28.892,0.0,1
32,2026-05-29T02:48:20.456361,BASELINE,checkoutservice,48.54,0.1778,0.0,1
32,2026-05-29T02:48:20.456361,BASELINE,cartservice,5.21,4.6894,0.0,1
32,2026-05-29T02:48:20.456361,BASELINE,recommendationservice,9.08,3.5781,0.0,1
66,2026-05-29T02:48:23.644972,RECOVERY,frontend,71.62,4.8671,0.0,1
66,2026-05-29T02:48:23.644972,RECOVERY,productcatalogservice,4.46,27.0023,0.0,1
66,2026-05-29T02:48:23.644972,RECOVERY,checkoutservice,48.54,0.1778,0.0,1
66,2026-05-29T02:48:23.644972,RECOVERY,cartservice,5.21,4.6894,0.0,1
66,2026-05-29T02:48:23.644972,RECOVERY,recommendationservice,9.08,3.5781,0.0,1
33,2026-05-29T02:48:51.804158,BASELINE,frontend,74.31,5.0892,0.0,1
33,2026-05-29T02:48:51.804158,BASELINE,productcatalogservice,4.39,28.7126,0.0,1
33,2026-05-29T02:48:51.804158,BASELINE,checkoutservice,48.61,0.2222,0.0,1
33,2026-05-29T02:48:51.804158,BASELINE,cartservice,6.25,5.2228,0.0,1
33,2026-05-29T02:48:51.804158,BASELINE,recommendationservice,8.81,3.6224,0.0,1
67,2026-05-29T02:48:55.146194,RECOVERY,frontend,74.31,5.0892,0.0,1
67,2026-05-29T02:48:55.146194,RECOVERY,productcatalogservice,4.39,28.7126,0.0,1
67,2026-05-29T02:48:55.146194,RECOVERY,checkoutservice,48.61,0.2222,0.0,1
67,2026-05-29T02:48:55.146194,RECOVERY,cartservice,6.25,5.2228,0.0,1
67,2026-05-29T02:48:55.146194,RECOVERY,recommendationservice,8.81,3.6224,0.0,1
34,2026-05-29T02:49:23.108892,BASELINE,frontend,49.65,5.2003,0.0,1
34,2026-05-29T02:49:23.108892,BASELINE,productcatalogservice,4.36,29.2464,0.0,1
34,2026-05-29T02:49:23.108892,BASELINE,checkoutservice,48.12,0.1556,0.0,1
34,2026-05-29T02:49:23.108892,BASELINE,cartservice,4.91,4.9114,0.0,1
34,2026-05-29T02:49:23.108892,BASELINE,recommendationservice,8.04,3.778,0.0,1
68,2026-05-29T02:49:26.543501,RECOVERY,frontend,49.21,5.2447,0.0,1
68,2026-05-29T02:49:26.543501,RECOVERY,productcatalogservice,4.39,29.4686,0.0,1
68,2026-05-29T02:49:26.543501,RECOVERY,checkoutservice,48.12,0.1778,0.0,1
68,2026-05-29T02:49:26.543501,RECOVERY,cartservice,4.88,4.9781,0.0,1
68,2026-05-29T02:49:26.543501,RECOVERY,recommendationservice,8.3,3.8447,0.0,1
35,2026-05-29T02:53:03.347428,BASELINE,frontend,0.0,0.0,0.0,1
35,2026-05-29T02:53:03.347428,BASELINE,productcatalogservice,0.0,0.0,0.0,1
35,2026-05-29T02:53:03.347428,BASELINE,checkoutservice,0.0,0.0,0.0,1
35,2026-05-29T02:53:03.347428,BASELINE,cartservice,0.0,0.0,0.0,1
35,2026-05-29T02:53:03.347428,BASELINE,recommendationservice,0.0,0.0,0.0,1
69,2026-05-29T02:53:03.347450,RECOVERY,frontend,0.0,0.0,0.0,1
69,2026-05-29T02:53:03.347450,RECOVERY,productcatalogservice,0.0,0.0,0.0,1
69,2026-05-29T02:53:03.347450,RECOVERY,checkoutservice,0.0,0.0,0.0,1
69,2026-05-29T02:53:03.347450,RECOVERY,cartservice,0.0,0.0,0.0,1
69,2026-05-29T02:53:03.347450,RECOVERY,recommendationservice,0.0,0.0,0.0,1
36,2026-05-29T02:53:40.080494,BASELINE,frontend,98.67,3.1924,0.0,1
36,2026-05-29T02:53:40.080494,BASELINE,productcatalogservice,4.63,16.2993,0.0,1
36,2026-05-29T02:53:40.080494,BASELINE,checkoutservice,48.75,0.0661,0.0,1
36,2026-05-29T02:53:40.080494,BASELINE,cartservice,8.55,2.662,0.0,1
36,2026-05-29T02:53:40.080494,BASELINE,recommendationservice,15.93,2.4514,0.0,1
70,2026-05-29T02:53:40.317535,RECOVERY,frontend,98.66,3.2168,0.0,1
70,2026-05-29T02:53:40.317535,RECOVERY,productcatalogservice,4.63,16.4356,0.0,1
70,2026-05-29T02:53:40.317535,RECOVERY,checkoutservice,48.75,0.0668,0.0,1
70,2026-05-29T02:53:40.317535,RECOVERY,cartservice,8.55,2.6907,0.0,1
70,2026-05-29T02:53:40.317535,RECOVERY,recommendationservice,15.94,2.4737,0.0,1
37,2026-05-29T02:54:11.954056,BASELINE,frontend,96.25,5.2006,0.0,1
37,2026-05-29T02:54:11.954056,BASELINE,productcatalogservice,4.61,30.9377,0.0,1
37,2026-05-29T02:54:11.954056,BASELINE,checkoutservice,48.75,0.1334,0.0,1
37,2026-05-29T02:54:11.954056,BASELINE,cartservice,8.04,5.023,0.0,1
37,2026-05-29T02:54:11.954056,BASELINE,recommendationservice,11.73,3.8448,0.0,1
38,2026-05-29T02:54:43.768127,BASELINE,frontend,94.86,5.3116,0.0,1
38,2026-05-29T02:54:43.768127,BASELINE,productcatalogservice,4.54,30.9138,0.0,1
38,2026-05-29T02:54:43.768127,BASELINE,checkoutservice,48.75,0.0889,0.0,1
38,2026-05-29T02:54:43.768127,BASELINE,cartservice,6.63,5.1562,0.0,1
38,2026-05-29T02:54:43.768127,BASELINE,recommendationservice,9.68,3.8004,0.0,1
39,2026-05-29T02:55:15.477984,BASELINE,frontend,94.44,4.823,0.0,1
39,2026-05-29T02:55:15.477984,BASELINE,productcatalogservice,4.56,30.4709,0.0,1
39,2026-05-29T02:55:15.477984,BASELINE,checkoutservice,48.75,0.0445,0.0,1
39,2026-05-29T02:55:15.477984,BASELINE,cartservice,6.38,4.6898,0.0,1
39,2026-05-29T02:55:15.477984,BASELINE,recommendationservice,9.88,3.8006,0.0,1
40,2026-05-29T02:55:47.002109,BASELINE,frontend,77.05,5.0006,0.0,1
40,2026-05-29T02:55:47.002109,BASELINE,productcatalogservice,4.56,29.4253,0.0,1
40,2026-05-29T02:55:47.002109,BASELINE,checkoutservice,48.75,0.1778,0.0,1
40,2026-05-29T02:55:47.002109,BASELINE,cartservice,6.31,4.8452,0.0,1
40,2026-05-29T02:55:47.002109,BASELINE,recommendationservice,9.53,3.6893,0.0,1
41,2026-05-29T02:55:48.951876,FAULT_INJECTION,frontend,137.49,5.1336,0.0,1
41,2026-05-29T02:55:48.951876,FAULT_INJECTION,productcatalogservice,4.55,28.8013,0.0,1
41,2026-05-29T02:55:48.951876,FAULT_INJECTION,checkoutservice,48.75,0.1778,0.0,1
41,2026-05-29T02:55:48.951876,FAULT_INJECTION,cartservice,9.9,4.9781,0.0,1
41,2026-05-29T02:55:48.951876,FAULT_INJECTION,recommendationservice,9.61,3.6002,0.0,1
42,2026-05-29T02:56:20.468744,FAULT_INJECTION,frontend,10000.0,2.9335,0.0,1
42,2026-05-29T02:56:20.468744,FAULT_INJECTION,productcatalogservice,3669.23,14.5788,0.0,1
42,2026-05-29T02:56:20.468744,FAULT_INJECTION,checkoutservice,48.75,0.0,0.0,1
42,2026-05-29T02:56:20.468744,FAULT_INJECTION,cartservice,29.06,2.7335,0.0,1
42,2026-05-29T02:56:20.468744,FAULT_INJECTION,recommendationservice,4375.0,2.1557,0.0,1
43,2026-05-29T02:56:51.876810,FAULT_INJECTION,frontend,28312.5,1.2668,0.0,1
43,2026-05-29T02:56:51.876810,FAULT_INJECTION,productcatalogservice,4722.87,6.267,0.0,1
43,2026-05-29T02:56:51.876810,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
43,2026-05-29T02:56:51.876810,FAULT_INJECTION,cartservice,8.44,1.1556,0.0,1
43,2026-05-29T02:56:51.876810,FAULT_INJECTION,recommendationservice,4875.0,0.7556,0.0,1
44,2026-05-29T02:57:23.300736,FAULT_INJECTION,frontend,28393.94,1.0667,0.0,1
44,2026-05-29T02:57:23.300736,FAULT_INJECTION,productcatalogservice,4718.2,5.667,0.0,1
44,2026-05-29T02:57:23.300736,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
44,2026-05-29T02:57:23.300736,FAULT_INJECTION,cartservice,6.08,1.0445,0.0,1
44,2026-05-29T02:57:23.300736,FAULT_INJECTION,recommendationservice,4875.0,0.8001,0.0,1
45,2026-05-29T02:57:54.476482,FAULT_INJECTION,frontend,28676.47,1.0445,0.0,1
45,2026-05-29T02:57:54.476482,FAULT_INJECTION,productcatalogservice,4716.1,6.1336,0.0,1
45,2026-05-29T02:57:54.476482,FAULT_INJECTION,checkoutservice,nan,0.0,0.0,1
45,2026-05-29T02:57:54.476482,FAULT_INJECTION,cartservice,4.97,1.0889,0.0,1
45,2026-05-29T02:57:54.476482,FAULT_INJECTION,recommendationservice,4875.0,0.8667,0.0,1
