cycle,timestamp,service,p95_ms,throughput_rps,cpu_cores
1,2026-05-28T16:18:55.579143,frontend,59.67,5.9129,0.0
1,2026-05-28T16:18:55.579143,productcatalogservice,3.61,32.4205,0.0
1,2026-05-28T16:18:55.579143,checkoutservice,43.75,0.2668,0.0
1,2026-05-28T16:18:55.579143,cartservice,4.8,5.9796,0.0
1,2026-05-28T16:18:55.579143,recommendationservice,4.99,4.3124,0.0
2,2026-05-28T16:19:25.673909,frontend,78.0,6.1127,0.0
2,2026-05-28T16:19:25.673909,productcatalogservice,3.58,30.9441,0.0
2,2026-05-28T16:19:25.673909,checkoutservice,38.75,0.4001,0.0
2,2026-05-28T16:19:25.673909,cartservice,4.8,6.135,0.0
2,2026-05-28T16:19:25.673909,recommendationservice,7.54,4.4012,0.0
3,2026-05-28T16:19:55.728278,frontend,47.85,5.0678,0.0
3,2026-05-28T16:19:55.728278,productcatalogservice,3.28,26.6306,0.0
3,2026-05-28T16:19:55.728278,checkoutservice,24.25,0.1334,0.0
3,2026-05-28T16:19:55.728278,cartservice,4.83,4.6677,0.0
3,2026-05-28T16:19:55.728278,recommendationservice,5.53,3.6897,0.0
4,2026-05-28T16:20:25.778337,frontend,64.69,6.09,0.0
4,2026-05-28T16:20:25.778337,productcatalogservice,2.99,32.7207,0.0
4,2026-05-28T16:20:25.778337,checkoutservice,24.25,0.3112,0.0
4,2026-05-28T16:20:25.778337,cartservice,4.81,6.0234,0.0
4,2026-05-28T16:20:25.778337,recommendationservice,4.9,4.4231,0.0
5,2026-05-28T16:20:55.916225,frontend,54.17,5.7124,0.0
5,2026-05-28T16:20:55.916225,productcatalogservice,2.86,31.2318,0.0
5,2026-05-28T16:20:55.916225,checkoutservice,24.25,0.4668,0.0
5,2026-05-28T16:20:55.916225,cartservice,4.81,5.9347,0.0
5,2026-05-28T16:20:55.916225,recommendationservice,4.86,4.401,0.0
6,2026-05-28T16:21:25.975787,frontend,53.33,4.9788,0.0
6,2026-05-28T16:21:25.975787,productcatalogservice,3.01,26.0964,0.0
6,2026-05-28T16:21:25.975787,checkoutservice,24.25,0.1556,0.0
6,2026-05-28T16:21:25.975787,cartservice,4.82,4.5564,0.0
6,2026-05-28T16:21:25.975787,recommendationservice,4.8,3.534,0.0
7,2026-05-28T16:21:56.021472,frontend,44.92,5.3566,0.0
7,2026-05-28T16:21:56.021472,productcatalogservice,2.7,28.5407,0.0
7,2026-05-28T16:21:56.021472,checkoutservice,24.25,0.1334,0.0
7,2026-05-28T16:21:56.021472,cartservice,4.8,5.0676,0.0
7,2026-05-28T16:21:56.021472,recommendationservice,4.85,3.7785,0.0
8,2026-05-28T16:22:26.063140,frontend,43.61,6.1563,0.0
8,2026-05-28T16:22:26.063140,productcatalogservice,2.76,33.9626,0.0
8,2026-05-28T16:22:26.063140,checkoutservice,24.25,0.2667,0.0
8,2026-05-28T16:22:26.063140,cartservice,4.81,5.6673,0.0
8,2026-05-28T16:22:26.063140,recommendationservice,4.97,4.2005,0.0
9,2026-05-28T16:22:56.114107,frontend,40.45,6.3345,0.0
9,2026-05-28T16:22:56.114107,productcatalogservice,2.59,35.0292,0.0
9,2026-05-28T16:22:56.114107,checkoutservice,24.25,0.5334,0.0
9,2026-05-28T16:22:56.114107,cartservice,4.79,6.6456,0.0
9,2026-05-28T16:22:56.114107,recommendationservice,4.93,4.5786,0.0
10,2026-05-28T16:23:26.171704,frontend,41.05,5.3115,0.0
10,2026-05-28T16:23:26.171704,productcatalogservice,3.05,30.9149,0.0
10,2026-05-28T16:23:26.171704,checkoutservice,24.25,0.1333,0.0
10,2026-05-28T16:23:26.171704,cartservice,4.78,5.2893,0.0
10,2026-05-28T16:23:26.171704,recommendationservice,4.9,4.0447,0.0
11,2026-05-28T16:23:56.228963,frontend,47.52,5.7562,0.0
11,2026-05-28T16:23:56.228963,productcatalogservice,3.23,32.8717,0.0
11,2026-05-28T16:23:56.228963,checkoutservice,24.25,0.2667,0.0
11,2026-05-28T16:23:56.228963,cartservice,4.8,5.7117,0.0
11,2026-05-28T16:23:56.228963,recommendationservice,7.0,4.2449,0.0
12,2026-05-28T16:24:26.552367,frontend,65.23,5.3338,0.0
12,2026-05-28T16:24:26.552367,productcatalogservice,3.01,26.9369,0.0
12,2026-05-28T16:24:26.552367,checkoutservice,24.25,0.1333,0.0
12,2026-05-28T16:24:26.552367,cartservice,4.81,4.8005,0.0
12,2026-05-28T16:24:26.552367,recommendationservice,4.97,3.6003,0.0
13,2026-05-28T16:24:56.623076,frontend,86.97,5.3115,0.0
13,2026-05-28T16:24:56.623076,productcatalogservice,3.83,26.9823,0.0
13,2026-05-28T16:24:56.623076,checkoutservice,24.25,0.0889,0.0
13,2026-05-28T16:24:56.623076,cartservice,4.88,4.756,0.0
13,2026-05-28T16:24:56.623076,recommendationservice,8.62,3.378,0.0
14,2026-05-28T16:25:26.680822,frontend,91.73,4.6673,0.0
14,2026-05-28T16:25:26.680822,productcatalogservice,3.94,26.4933,0.0
14,2026-05-28T16:25:26.680822,checkoutservice,24.25,0.0889,0.0
